candidate_id,trait_name,accepted_species,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,audit_hash
efloras-medium:4f11529012f91141eef15e80,flower_size_class,Eriophyllum staechadifolium,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220004911,corollas 4 mm,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,02db9c9db8650e410e1f5d7be25512d583925eea42bc95e4a70ebd979e2eafdc
efloras-medium:bb486c72c66e899733c1c371,flower_size_class,Gynura procumbens,medium,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242445159,"corolla orange, 12-15 mm, with slender 8-10 mm tube and dilated limb;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,02ff0ddd879bd5e0e3e3c16bb0dbbda002dbedea36d7b3c1fa4cddec2310a9ea
efloras-medium:22b60d8ebf562c30f9a4c3d5,flower_size_class,Krigia virginica,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220007181,"corollas yellow, often purplish abaxially, 5–12 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,031cee11f13a422124afcf8fafdde2158fd9b62c4fd22505763884fb57e00c7b
efloras-medium:d10ceb25e4fa528984ddaf63,flower_size_class,Salvia miltiorrhiza,medium,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020230,"Corolla purple-blue or white, 2-2.7 cm, glandular pubescent, densely so on upper lip;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,035a31fae1e74987f0b691a9af758a421cf9b0f209d2d7fb9b8f68770d2d9e08
efloras-medium:26802086a1158520d72a793e,flower_size_class,Aerides falcata,medium,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250092918,"Flowers 2-2.5 cm in diam., whitish, tinged or spotted with purple or purplish red",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,037083546c7eec081fa5aa4f02257041c6130259f04f5218d04a9134658f478f
efloras-medium:289a79dab23ac6acd9d1b626,flower_size_class,Phoebe formosana,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200009053,"Flowers small, 2-2.5 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,038019a660252b0f6f01d168c43d1ccedefa1aa6d5e067c63c367488f642c38f
efloras-medium:8ab450b7c8a2acc177064ac7,flower_size_class,Sorbus scopulina,medium,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100459,Flowers 11–13 mm diam.;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,03859e78c5c64cb0a18102b1c979f08691e2d69098b68cb147dc16a844823a2c
efloras-medium:700746a6b52201bec1b3634c,flower_size_class,Schima wallichii,large,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200014159,"Flowers axillary, solitary or to 3 in a cluster, white, fragrant, 3-4 cm in diam",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0394b9dfd62c752e802f451aab97fe2be06611a7a444ffe86a16f7a144ec9a18
efloras-medium:67eee9cebbda5991d428b4df,flower_size_class,Symphyotrichum oblongifolium,very_small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250067664,"corollas light to dark rose-purple, lavender to deep purple, laminae 9–13(–15) × 1–2 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,039a2e4a7d5fa18d4c4c52194ea254738758c81c3fb1f1f40603c09d894dcfa7
efloras-medium:25d77946ff3635c4c316dce8,flower_size_class,Eriogonum cinereum,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250060215,Flowers 2.5-3 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,039bf841b20bbf3f6468ae9dddf0ff56c9ab03add2e6c1bc1add3fe908df1869
efloras-medium:83487b09d458dae124f508a1,flower_size_class,Nuphar advena,large,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500814,Flowers to 4 cm diam.;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,03ae67c693912d7aff987b668cf43e0ffc1f7119752409ba9bc29909e0722ce5
efloras-medium:f0f5dffdebd0a50505eb9af8,flower_size_class,Vaccinium myrtillus,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200016692,"Corolla pale green, tinged with pink, globose-urceolate, 4–6 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,03c9d5d449c1bac9bae554f08c698270f9311d940a39397bc53887f67982f9da
efloras-medium:7e90dfbb87180c36c47ade52,flower_size_class,Hylotelephium erythrostictum,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200009777,"Flowers often sterile, 8-10 mm diam.;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,03ca5c8cfef3c265bea982e3bdf56e6b1eb7917c4778caad0ac4ae43fb9f3791
efloras-medium:65b23f920bbf18f2486c09d0,flower_size_class,Vitex quinata,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200019452,"Corolla yellowish, 6-8 mm, 2-lipped, 5-lobed, outside pubescent and glandular",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,03cfba99e3a8e94ef0d1f6719bea1e2de59edc03d3913b925e0e5ccff7b666ea
efloras-medium:ec9ff8e2f5b4b750dbd80429,flower_size_class,Uvaria grandiflora,large,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008598,Flowers 7-10 cm in diam,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,03e0b7d5c7797b207138d0e76e16a887bd9163013d347e2028cb408efda055f5
efloras-medium:1590b0c24d6f2f9fae5da405,flower_size_class,Camellia chekiangoleosa,large,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242309908,"Flowers solitary or paired, subterminal or axillary, 7-10 cm in diam., subsessile",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0410a094b45e576b0295ba9298f268896eab802ea43632125ddb02b6a3e15dd1
efloras-medium:502ee846844c5bb20d6dc535,flower_size_class,Adenocaulon bicolor,very_small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220000203,"Peripheral florets: corollas soon falling, 0.5–1.2 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,043edf197f7916cb22ff2ac700ece36d8268882cd442dbe53b59665bef60ac7a
efloras-medium:8fea474eec2116f31473449e,flower_size_class,Hymenaea courbaril,medium,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012162,"Flowers large, 2.5-3 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0483aa2c8b2576fa186f1f727fd236e91f895ca27c9cc2ce32540ba192833903
efloras-medium:a9ef877bb9f180482f85d2fa,flower_size_class,Verbena officinalis,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200019436,"Corolla blue to pink, (2-)4-8 mm, pubescent",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,048542d63b1b5692fec25b9cfd775e8623e615f342a59bdec09db3598a9903b7
efloras-medium:07f3a8b8075704150aaf85bc,flower_size_class,Rhynchotechum formosanum,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200021944,"Corolla white to red or purple, 4-5 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,04b352b26e7470c2612adfe2a8040db6474ea9ef5b0dc251751c51d6d91aeaf5
efloras-medium:9440ff99aecb6d9d2c8aee5d,flower_size_class,Rhododendron latoucheae,large,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200016464,"corolla funnelform, pink to white, 3.5–4.8 cm, lobes long-ovate, glabrous, emarginate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,04c565c145afe0958b274709b40549e1e85b74d193d601f326ce1f6580f0309c
efloras-medium:594877beff4b6264737d93e0,flower_size_class,Batis maritima,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250008431,"Pistillate flowers connate at maturity, subsessile, 6 × 4 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,04d78a0f2a15a1a95db5865ff9d4b207a49f98c80b259021418d46d8566afc78
efloras-medium:b4a524c1f66efa95abb8b38f,flower_size_class,Schoenorchis gemmata,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242425352,Flowers 3-4 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,04e9e14e9719dfb26ea6118fa2162a9620b9a74596c39f1487d359effbb82388
efloras-medium:992329ba4e7a78ae989a265a,flower_size_class,Ligustrum quihoui,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200017797,Corolla 4-5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,04fa6638d5dc3d9730a9fcd115f5f1cc1bab032afb9126103b8db663b489d311
efloras-medium:8671b5c65788ef14e748d1b3,flower_size_class,Symphyotrichum praealtum,very_small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250067674,"corollas pale blue-violet to lavender or rose-purple, rarely white, laminae 5–10(–12) × 1–1.7 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05269fda8ca2623a52980a72028f6e060c36a17992f2ca8ab3eeba9091ab77fc
efloras-medium:15efca4766839b19c9739bfa,flower_size_class,Erigeron humilis,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250066612,Disc corollas 2.4–3 mm,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05527aaf874ef5c61befa76b6a265a65ca0b62b810fced5398b1f3bfa8429479
efloras-medium:d5657b4625290d1fdaa2c673,flower_size_class,Ardisia brevicaulis,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200016745,"Flowers pink, 4-5 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05786b15f3ffdba3aeecc9bd74a51dcbe3a8d8852ffb98742a3c75fc13128cd3
efloras-medium:cbbac517467a4a4f28712942,flower_size_class,Symplocos nokoensis,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200017675,Corolla 2--3 mm,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0590758ebe38ee9b5348b84f764bcd4f7be84c0c23d8e73908aec3dd1d256e2d
efloras-medium:95959cd0423d170338ca55ea,flower_size_class,Lasthenia maritima,very_small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250067054,"(corollas light to golden yellow) laminae oblong, 1–3 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,059e934ed6d9c6d5c19096b3dc6e7119232f053e263378b49d23801fd00e4817
efloras-medium:9c55a5ab5922d87704be415b,flower_size_class,Trifolium hybridum,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012340,"Corolla pink to white, 7-10 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,059ef7d47c678a01c9dceb5a3e636c414dc66e19f8c6b487a358eb7d79c5cad9
efloras-medium:59be5515f0ab6a135ffa9a23,flower_size_class,Machilus pomifera,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008962,Flowers 3-4 mm,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05c67aad6c75dbe22ecac007f96a423a1e2e57d5a77ab4cc5b3e81b233753ffd
efloras-medium:9c0079d78b7e9cc7f6653ebb,flower_size_class,Nymphaea elegans,large,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500824,"Flowers emersed, 6-13 cm diam., opening and closing diurnally, only sepals and outermost petals in distinct whorls of 4;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05e9dca8ccd08c53c025d17fb20f94cd422ba57d524207ba208aa23ed67f3b1d
efloras-medium:6d37fe130b9ab2b6e93396ec,flower_size_class,Antennaria dioica,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200023149,Corollas: staminate 3–4 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05f100d9e8d4e3908c7c085dc71efe0282fd4b88323a58acad8dc4127877bf2e
efloras-medium:fbb6940c4e8459ef0ca0fab7,flower_size_class,Bidens pilosa,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200023537,"corollas yellowish, (2–)3–5 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05fa1cbb36b69a286d97d778cb2fdff409113a780dbda4232c6fcef1762b6ae2
efloras-medium:2a0f7112e54524e63d1f9a25,flower_size_class,Rudbeckia hirta,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200024393,"corolla proximally yellowish green, distally brown-purple, 3-4.2 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,062e71a5f1148f07230863199040ea8d00b1f5ab6678045af76a603f694e68cb
efloras-medium:5b5069e8b3d40a18f6693fda,flower_size_class,Thunbergia eberhardtii,medium,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242352256,Corolla to 2 cm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0636c654494cd856ec8e1a02e2ae807c6ecea5dae6495fae18375c67d6111c9e
efloras-medium:08c2e2cbebf4c99e500c8ae8,flower_size_class,Logfia gallica,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220007752,"corollas 2.2–3 mm, lobes mostly 4, brownish to yellowish",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,06481f5b960cacec67713e87b5da56ae76dd2c80a8b9c0773df3d2f2a725692b
efloras-medium:471c8011ef1b9fb2cdb21e01,flower_size_class,Strobilanthes oligantha,large,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250096716,"Corolla bluish purple, 3-3.5 cm, usually bent, outside sparsely pubescent on lobes, inside glabrous except for trichomes retaining style;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,06919348cc0fa2fa0c677367db69dbeda4562079655ece0067b8bbf79f8e05f8
efloras-medium:7192e376393ad871d753ac90,flower_size_class,Lasianthus fordii,small,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242328351,"Corolla 6-10 mm, glabrous to puberulent outside, villous inside;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,06b62646c83e1128de86d6bc2f366751cf93ad0031958b3ea86d3d64260c5ce5
efloras-medium:0bbdea6a9dd96fc91fafd216,flower_size_class,Cuscuta gronovii,small,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242416392,"Flowers (4 or)5-merous, 2–4 mm, membranous, not papillate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,06c0a0e4211895eefdfc771f6a44076843b1617aa9b57c00fff198f3e1acbf52
efloras-medium:8387026ed8a68a2ca7d9db15,flower_size_class,Paphiopedilum hirsutissimum,very_large,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028788,"Flower 8-16 cm in diam., initially dorsal sepal curving forward and petals not undulate at margins and then dorsal sepal erect and petals elongating and undulate along basal margin;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,06eb781c7b54dd9ad1473842fe1ff3a7141b0b0a2675ea7c539a29defa26df9c
efloras-medium:13754c1847437f4e7e5b7038,inflorescence_display,Cirsium maackii,composite_display|umbel_corymb,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023681,"Capitula 1 or several, corymbose, erect or nodding",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,001fa1ab974c620528e2a9fcc7f5a53d602868d9cbafc65535d3859bffee2e57
efloras-medium:938fcf3158c3bca22d3c94dc,inflorescence_display,Artemisia argyi,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023167,"Capitula secund, not touching, subsessile",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0101420890d14475b2518e997debd5f0c718417a42b40d885d5a356458bf3716
efloras-medium:551d2dd8bb9294cbf98f459e,inflorescence_display,Paraprenanthes sororia,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242335835,"Synflorescence narrowly paniculiform, with many capitula",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,015758d270531a340930d366dc237fbc8998440d733e22252c1da242232780db
efloras-medium:b69e7a65a4761d1b8f559fd7,inflorescence_display,Chimaphila japonica,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200016129,"Flower usually solitary, usually not opening fully",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,017887fec80df9fa77d41a21b42d9c597f7d045cea0412d7ed7c4fe876c1c190
efloras-medium:8d9d8ab7bd734cef67830642,inflorescence_display,Ixeridium dentatum,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=220006885,"Synflorescence corymbiform, with some to many capitula",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,021d71710334802befd5ca2daf3cee046bd1d1eab0621485855b32d3b9487f65
efloras-medium:e11b8dfebb07fde8bc7ae70a,inflorescence_display,Halodule wrightii,solitary,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=222000075,Inflorescences solitary,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,034f7ed19a81d25868d6d66e97fb2259145305eeea08fe0609b904ad1ddb504f
efloras-medium:ceb209ecaa18dbf7e1a6fcc2,inflorescence_display,Senecio vulgaris,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200024490,"Capitula discoid, few to many in dense terminal corymbs;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,03a167e7354cafec61ca0d716723443c5205563e3aea780f1da32f183958034a
efloras-medium:840573f1ac586c14536405af,inflorescence_display,Smilax tsinchengshanensis,umbel_corymb,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027962,"Inflorescence borne in axil of leaf or scalelike bract at base of young branches, of 1 umbel, basally sometimes prophyllate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,046b2c2a11da9009fb226e696e50da74a93a85a0713f77b35c02d67b03314f8a
efloras-medium:c8534b9366730947996184d8,inflorescence_display,Rotala mexicana,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200014665,"Flowers solitary, sessile, axillary;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,04d1e9a39de091e5da50664027941d6c63d6027cd3debb0f8b4845187c929c66
efloras-medium:0bbeb91dfc915e4c975de784,inflorescence_display,Anaphalis nagasawae,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242420328,"Capitula with numerous marginal female florets, center of predominantly female capitula with few to 15 female florets present",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0501fb2c5b0a492f9eedf4b0556ff9666737873b6202340cbf3bb6f52dacaaec
efloras-medium:80095e5a6cf1a75b92430dfd,inflorescence_display,Elatostema cuneatum,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242319883,"Female inflorescences solitary, 2-4 mm in diam., sessile;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0542573f305c9e8edb6c256dfa71305230dae8779e32bbdfa41ff5ec3d8145a5
efloras-medium:85495833181806c65793676e,inflorescence_display,Symplocarpus renifolius,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250095743,inflorescence usually solitary;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,05ed3105e57ac9b65935f485961fb6544acaa52b8a813c5ec957c656c523ddc9
efloras-medium:c87772e2f3bb2cc25520ce20,inflorescence_display,Smilax astrosperma,umbel_corymb,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027899,"Inflorescence usually of 1 umbel, basally prophyllate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,06d9f051f54905b59a05b023772bdf8ce446601f2a44d4153b203e2f34c4b7b7
efloras-medium:9632e2ea3a2c815aaa91f889,inflorescence_display,Mesua ferrea,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200014256,"Flowers bisexual, solitary, axillary, 5-8.5 cm in diam",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,07d0b33612f624c4570f90f57c2dae8c510147f384cf6139eb154283553a3ae6
efloras-medium:5653b8ecc0ed02e3b316f388,inflorescence_display,Metastelma blodgettii,umbel_corymb,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250131278,"Inflorescences umbel­liform, 3–5-flowered;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,07f6cb050dca3201d5327bbce369ac6165e478f53c5a9a2ab082149fa89d87f5
efloras-medium:e5240714738ea63ed870551c,inflorescence_display,Tropidia somae,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242414554,"Inflorescence a terminal raceme with 10-20 flowers, 4-8 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,085b0834aefb3048f70db442e84c7fb5197681168cd5d46e259a871db4bc9a8e
efloras-medium:1764435ecc29a656e0e63bb6,inflorescence_display,Lithocarpus xylocarpus,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210001161,"Male inflorescences often partly androgynous, solitary, 5-10 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,08ee00653e0d3503d62c1c64c7302a2c9721111d786f973ff6c0adc0a28c1088
efloras-medium:197fbc97bcd14bd9da295c5a,inflorescence_display,Acer ukurunduense,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200013138,"Inflorescence terminal, erect, racemose-paniculate, compact, from leafy branchlets;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,098b412fcb7491f06c3a7695e1f319600e08709ee7997c44d9bc64acff0905be
efloras-medium:916f0193533a2ac89b45c2ff,inflorescence_display,Syzygium conspersipunctatum,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250073402,"Inflorescences axillary or terminal, panicle of cymes, 5-7 cm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0a2f6aeac239c8acb025057fdac7b41db5cc12302e32fc3508ce70677130737f
efloras-medium:2df8a09c4671a53d6ea7c793,inflorescence_display,Elatostema pseudodissectum,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242320017,"Male inflorescences solitary, simple, 4-7 mm in diam.;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0a44ad4a10191725206f4af76742fc66ec4f464410314dc44070042a6ad660eb
efloras-medium:3fec758af202ad7dbd3eb614,inflorescence_display,Ranunculus amurensis,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008068,"Flowers usually solitary, terminal, 1.7--2.5 cm in diam",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0b9ee7d800ad2b8c529e7110b049aaa2eb7f3c5086cfd6d615ecd532ea27f904
efloras-medium:35023c96d7631c789bfd1e16,inflorescence_display,Lactuca triangulata,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200024121,Capitula with 10-16 florets,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0bb6c4e11f022644418957954fafd35dc56eca8c59bd5ef69063ff8a344c74bf
