candidate_id,trait_name,accepted_species,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,audit_hash
bsdb-symmetry:a3c03a94ad367bfc0f10d61c,floral_symmetry,Achyrachaena mollis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Achyrachaena mollis; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=FNA,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,3b7b843bed985bf0ad746252fa20a948da35331016c5f7ecc39958258acc3350
bsdb-symmetry:acc0d7525a125d6e331afa12,floral_symmetry,Encelia halimifolia,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Encelia halimifolia; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,ecc63a700b87bcadac958b637fadbd495b7b76e083ba87a31e6bf2d71d79c1c9
bsdb-symmetry:b525e23d35e59b6c63b3f1b1,floral_symmetry,Jacobaea vulgaris,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Jacobaea vulgaris; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,35cb763a3ffce52cfb9f077e8885b83094aa7b72555c44719942662d2c57c7a5
bsdb-symmetry:85760491f877374bdc0a4195,floral_symmetry,Cestrum nocturnum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,"tnrs_Sciname=Cestrum nocturnum; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=Wikipedia or unknown source, checked against TRY",true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,7a8e3acd23aaddca4526061e9f96e444d40012ef99cd1f9ffc595011da70f983
bsdb-symmetry:a788f60f8da405379deda5ff,floral_symmetry,Rhodanthemum gayanum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Rhodanthemum gayanum; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=GBIF|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,7ea66d71185057db75791b57a92b142667ec4474ea699858209af5bcf8ab393e
bsdb-symmetry:dfd79308b9f6cf0d168379eb,floral_symmetry,Gomphrena tenella,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Gomphrena tenella; tnrs_status=Synonym; tnrs_family=Amaranthaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,d547f1d5dfd08a30a6a64279deb938839b1e64dc278226ba23741da0af3e157e
bsdb-symmetry:9f2e06b788240273e59a7c57,floral_symmetry,Solanum giganteum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Solanum giganteum; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,65f4b3974cd3ab948df04e8aba365b7ab98713ea4e10c442475486f907de02ad
bsdb-symmetry:2e04e331aab0937e46127df1,floral_symmetry,Tetramolopium sylvae,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Tetramolopium sylvae; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,eb9b8fb0e2f085845eb6665220bde8edcac80d5ceddd4d411e683632b7057861
bsdb-symmetry:d9c3c2b18db57285bbffbcd5,floral_symmetry,Eurybia sibirica,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Eurybia sibirica; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://plants.usda.gov/core/profile?symbol=EUME17|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,692aca5a0c2a18502c148da1bbc9ec32cffd2147d76348ac8cae6d7eb9f038f1
bsdb-symmetry:9eb80411ef8fa477a7149f5a,floral_symmetry,Sericocarpus rigidus,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Sericocarpus rigidus; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=FNA|EOL|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,bc4aa76951bc6784628522ec998a36bffeabd2fc2e7bf9f8c023d5d502249ec2
bsdb-symmetry:ed3160ecdb9d362b15937b23,floral_symmetry,Noccaea magellanica,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Noccaea magellanica; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=GBIF | https://www-jstor-org.ezproxy.lib.calpoly.edu/stable/pdf/harpapbot.19.1.25.pdf,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,f7a38302cbb02eb43fd31fe7009346365afde9609c5151d9799d80067c0b894a
bsdb-symmetry:4c062e5011313bb8ecb3978d,floral_symmetry,Myrcia tomentosa,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Myrcia tomentosa; tnrs_status=Synonym; tnrs_family=Myrtaceae; FlrSymCheck=radial; trait.source=Proenca and Gibbs 1994,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,b4630f6e835fc3e31c331287594c0f2a223ae4acd097977e2dd8a69ff93cbc81
bsdb-symmetry:65cce4281a12de89c7988fe2,floral_symmetry,Croptilon divaricatum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Croptilon divaricatum; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=GBIF|funk2009|http://www.newmoonnursery.com/plant/Aster-divaricatus-Eastern-Star,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,b43d306b8c014f8c6fe2fb5ebfe350aef9671580b499a171791951ff9d680634
bsdb-symmetry:9f3077a7648ca8b7f463767d,floral_symmetry,Pachycladon fastigiatum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Pachycladon fastigiatum; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN|https://www.nzpcn.org.nz/flora/species/pachycladon-fastigiatum/,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,578eaa7b6e86d018b5da44ae4cdf41b25bb945483d4c45bfa762254674f4d000
bsdb-symmetry:bb6d3171ab047fcee1e07292,floral_symmetry,Perezia pilifera,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Perezia pilifera; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=http://dx.doi.org/10.15406/bij.2018.02.00095|http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH1689.htm,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,a866f8e4061691f4cc1621303f03f26d911af1ee403297a398f7a30001881678
bsdb-symmetry:16f87a0f800a8e87667e714c,floral_symmetry,Cochlearia danica,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Cochlearia danica; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=GBIF | https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1438-8677.1998.tb00727.x,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,34e7f612cf3295ce7cbf8cb870dc0fa73d87371beb64ac6eacb51a2f399c1882
bsdb-symmetry:19384493e4e0224c3476a9a2,floral_symmetry,Ionactis linariifolia,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Ionactis linariifolia; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=FNA,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,1282ed3d700e5789dae10bb148e687d3dc5f0d51589bc72a9033641c5375ba4f
bsdb-symmetry:d61311d7239d8255d4f8eea2,floral_symmetry,Orychophragmus violaceus,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Orychophragmus violaceus; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,4a8eedc678f7996ba483a597474f0b0f8d41c416ddba2d49e30faf816eca1310
bsdb-symmetry:0ef19a5e94694774da01b3b1,floral_symmetry,Scorzoneroides palisiae,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Scorzoneroides palisiae; tnrs_status=Synonym; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=GBIF|https://www.jstor.org/stable/23727927?seq=1#metadata_info_tab_contents|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,46ca142c49af15acae44f5a3e9ba8df5864cd3da422a7f02b203cb68acf42770
bsdb-symmetry:ff5737794fc232e6b728a770,floral_symmetry,Leptinella minor,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Leptinella minor; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=funk2009|ncpcn.com,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,334c550f9cf3c488a011bb4e9390b6d026cf83210e2ba60c98259ed6207b1dd7
bsdb-symmetry:f8197e65007e46658bca40b2,floral_symmetry,Drimys winteri,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Drimys winteri; tnrs_status=Accepted; tnrs_family=Winteraceae; FlrSymCheck=radial; trait.source=GBIF,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,24739e7ba6371313edc94f15c6e14e74116b8a27a83f439d275e7686ff462054
bsdb-symmetry:d6ee7fd045ed52a06575a9ce,floral_symmetry,Parrya nudicaulis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Parrya nudicaulis; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,4a6f14e2a0b6b47fa27d86bd058259d61f62e26654be44e8f39814b593be66dc
bsdb-symmetry:2da9533f05e69c7c877b14c9,floral_symmetry,Crepis sancta,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Crepis sancta; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,8c075d89dc24cd1b257623df7d8d74524ce38c97d2336f4c0864f73b6f51f5a3
bsdb-symmetry:0431a17a1a1bb6cac33c7537,floral_symmetry,Solanum trisectum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Solanum trisectum; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=SOL,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,f56961d483ecc2a1bb28d3d20a115ce54c4f5da16587fcdf943561e6d3bfb285
bsdb-symmetry:ae6ea700bf6c1fad45b60784,floral_symmetry,Solanum incanum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,"tnrs_Sciname=Solanum incanum; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=Wikipedia or unknown source, checked against TRY",true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,d7c0d946ccc150c6a0d3d0442fe7234d91eb66516e121e3d9bf9a2eab713a412
bsdb-symmetry:8babb2ecfa0f5f31cf36b247,floral_symmetry,Cardamine corymbosa,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Cardamine corymbosa; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=GBIF | https://www.jstor.org/stable/40587139?seq=1,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,1c5215e2949218e388d457ef7cf1f70dccaf4bbba21cd4a559a2335dcdfbf0f6
bsdb-symmetry:fe5ceb9e0f59181c15faa5b1,floral_symmetry,Pallenis maritima,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Pallenis maritima; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,093309e802f41373fc072ed543a5f24b9a052d7d223e6600c392d0b9fb7157dd
bsdb-symmetry:380de0859c1541c3bb7ab7e1,floral_symmetry,Helianthus mollis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Helianthus mollis; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,343e6fb9b567f96ec7047b7576e9cf685b9a0b8e43ccc1fc6e013c28c7ffa74e
bsdb-symmetry:0e813652092fed13a584c46f,floral_symmetry,Cirsium purpuratum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Cirsium purpuratum; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://doi.org/10.2307/2446309|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,afea6a2815b93ea5146c095fb6d8431467116d69d6ac1da32122837f42fcda1c
bsdb-symmetry:016ca18db9a53c9c89241a73,floral_symmetry,Solanum opacum,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Solanum opacum; tnrs_status=Accepted; tnrs_family=Solanaceae; FlrSymCheck=radial; trait.source=TRY|GBIF,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,f2f50ae5f5b877cb96ae5f880dda1cbdafea0eb0c9b8724aee9c5d333aca6256
bsdb-symmetry:be2057981f0126801944a7c8,floral_symmetry,Draba incerta,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Draba incerta; tnrs_status=Accepted; tnrs_family=Brassicaceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN|FNA,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,a833c1044cf361c126ab18c329fddd8932010a8615ea596abb48005898c850c1
bsdb-symmetry:4769f8c4c10358fccdea5a06,floral_symmetry,Tolpis proustii,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Tolpis proustii; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,ddd6156761c3b98015a32c0f76b2c65c6648b8ee2d4160221c82b09c2d6237d0
bsdb-symmetry:163cbafb6b34b9920bc3e4e0,floral_symmetry,Asteriscus sericeus,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Asteriscus sericeus; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://www.slobg.org/asteriscus-sericeus-syn-nauplius-sericeus|funk2009,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,0faafb63af1d35241a2edf85954c90c830cf724f6610c02641d57b131ccb3043
bsdb-symmetry:6d8d6ce3b0b60a72c67f8881,floral_symmetry,Flaveria floridana,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Flaveria floridana; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=TRY|wcvp|BIEN,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,993d505e5489d5a35341061865f30762d77830df710b854461c7eb9488a46a6d
bsdb-symmetry:b3af9c15b65fd97421b74aee,floral_symmetry,Tectona grandis,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,"tnrs_Sciname=Tectona grandis; tnrs_status=Accepted; tnrs_family=Lamiaceae; FlrSymCheck=radial; trait.source=Wikipedia or unknown source, checked against TRY",true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,bef4cec676411d1b4528bede12fb2643937c768ce3f88029c5bd3f8f62ea5a44
bsdb-symmetry:3e3dd64399261519c3acddd8,floral_symmetry,Bidens cernua,actinomorphic,https://raw.githubusercontent.com/dirtyplants/BSdb/9e87946d1e3121d39e657b702cf9f92ccc10936e/Zell_df_12_29_23.csv,tnrs_Sciname=Bidens cernua; tnrs_status=Accepted; tnrs_family=Asteraceae; FlrSymCheck=radial; trait.source=https://plants.usda.gov/core/profile?symbol=bice,true,wild_or_unspecified_species_database_record,OpenAI Codex structured source-row audit,2026-08-11T04:15:00+09:00,accepted: exact species-rank WCVP TNRS name equals strict GBIF-backed accepted name; family gate passed; FlrSymCheck and individually collected species-level trait.source are present; genus/family fallback and wind are excluded,2da36b5b332de5e60181b13d5638f2666e3bb4399ea4512874785eee2e5a51c1
