candidate_id,accepted_species,trait_name,normalized_value,source_url,page_title,exact_supporting_quote,content_fingerprint,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,supporting_quote,source_lineage
gobotany-completion:5eee65962fa9545838a6702f,Silene csereii,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/silene/csereii/,Silene csereii (Balkan campion): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,3af08f30a7da7925bf0f678a827f7c02a3c9e069bc4f9cda73902d799f98b2b4,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:6208f3c63a0f9beb1ca87205,Salvia azurea,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/salvia/azurea/,Salvia azurea (azure-blue sage): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,48508a4d148481e14b2fe8f83d9c202cdb9fb62b488971538cd1d3624488a1d2,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:24c9df89a8c7b252a16d2c92,Datura wrightii,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/datura/wrightii/,Datura wrightii (sacred thorn-apple): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,8de8abc8f8b4ad31ab104224fb6d277393924a1b37b2070f17388ba7696a7402,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:5b4822aa92d84df488b6c025,Lobelia cardinalis,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/lobelia/cardinalis/,"Lobelia cardinalis (cardinal-flower, red lobelia): Go Botany",Cleistogamous flowers: there are no cleistogamous flowers on the plan,6f1c2560435a7089b7277fe87f49d8a58df69a977b4a7d71a0cf2b01a48bcd0a,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:2520798b43da4df766c4c618,Nicandra physalodes,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/nicandra/physalodes/,Nicandra physalodes (apple-of-Peru): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,ee048294e015e9f9d0bb0f4b64e4a30d74b6cf61a78f32c414859937732f20e9,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:8bae2fc96d6b9a4aab777957,Malva parviflora,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/malva/parviflora/,Malva parviflora (little mallow): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,d2e120b1ed89f3a28466e344b87922539b711010c42366ad2ec3d9fd5133da58,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:8cf22247fc8ad66ebf1c8eef,Sisymbrium irio,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/sisymbrium/irio/,Sisymbrium irio (London hedge-mustard): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,b374b6c45aabe18640ad000ca8e012a875b9aeb2a6c665e0c26a3c6a41e84685,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:955a3a63ac22aebebf48d74b,Silene dichotoma,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/silene/dichotoma/,Silene dichotoma (forked campion): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,cdcd6b849c2b410bac879ea8ee4c86a983b21f8b490bee65bbfc8104f9f406fa,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:9d087915e9a6cd5c74a26197,Campanula rotundifolia,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/campanula/rotundifolia/,Campanula rotundifolia (Scotch bellflower): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,50421feb032fe023a898c9dc8ea5e1bed0c386df140505d645eb4b0ce2e6a418,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:d8e9a84abfb22449574b22af,Epilobium palustre,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/epilobium/palustre/,Epilobium palustre (marsh willow-herb): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,522b0b7c174c91db6c4b612ac4ff77562a42593a6474015ab5fb4f3b3c4a247e,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:322577a19d1310312eb93f83,Ipomoea tricolor,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/ipomoea/tricolor/,Ipomoea tricolor (granny morning-glory): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,97accc97943351ca292716dbb7408b56a49749e4387f1436477545948bd6cec6,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:076c373d724d2451d3e06f24,Campanula punctata,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/campanula/punctata/,Campanula punctata (spotted bellflower): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,f9f5d3370c5d3d1f79c857c127949509dc3dcb4b39b2eeb5d3990fbdcd3ba567,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:6ea050d9c1b01d17a70e488e,Salvia verticillata,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/salvia/verticillata/,Salvia verticillata (whorled sage): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,57221dd6a18c64e77dba2060f07d84211436db5cce406acefffd903ddce02935,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:242d854a6c2203e654d31ed2,Silene caroliniana,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/silene/caroliniana/,Silene caroliniana (wild campion): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,ae0c3c6a1f5958de12ad5af361b1f8fa3f813737530f0e71e91c6fe2d73aede1,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:9785193ef5c8af210394ce36,Senna hebecarpa,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/senna/hebecarpa/,Senna hebecarpa (northern wild senna): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,20c06eac6b78e66c7b6bbd60c83a3d2c944c6f9124d9a089f80d1a1cf4057ab7,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:3258923d58b8f601c375a5b3,Beta vulgaris,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/beta/vulgaris/,Beta vulgaris (beet): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,d68b14488593e3076c440cc542800a27f714481b91fe2b82faf4759568db00b8,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:f2479be1434eafa0b3544fa2,Amaranthus retroflexus,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/amaranthus/retroflexus/,Amaranthus retroflexus (red-rooted amaranth): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,49339b8114fa7016f75f075cbcf7fc4253c898db50affbf3fa0250e02e544450,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:9770b0f00f15521b5ed69e1b,Nicotiana longiflora,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/nicotiana/longiflora/,Nicotiana longiflora (long-flowered tobacco): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,37c83cfd4e51459a8c8ee1e12b532466a7c80d67746cd48d1d6e3f3a429d2794,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:394c31603c5231b51282bfca,Phlox drummondii,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/phlox/drummondii/,Phlox drummondii (annual phlox): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,58b7f13ce998db5fa1fabc0c8d0bc454f56326cc1b8a33f4bd8f0f15d61c7be3,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:e7089916eb243bdc6e04ae4d,Mimulus moschatus,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/mimulus/moschatus/,Mimulus moschatus (common muskflower): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,abc1103c97df72a593d2a203ebae02a404199e1f1958640ad0fefd3197de0846,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:326b21d50e90bb299766451b,Physalis pubescens,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/physalis/pubescens/,Physalis pubescens (hairy ground-cherry): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,a652c6fb167190134b483593c3819b093fc1c150117c2c8759601a34de378bcf,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:a39b270e7e458c9066fb45bb,Viola adunca,cleistogamy,absent|facultative,https://gobotany.nativeplanttrust.org/species/viola/adunca/,Viola adunca (hook-spurred violet): Go Botany,Cleistogamous flowers: the plant has some cleistogamous flower; there are no cleistogamous flowers on the plan,dc603cf7bc53c64c81423ca9eaee1203dc517d9d8ecb3ee0616cbf913e9c23f8,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:3e12d239fdb6ad4027ed7f1c,Lathyrus odoratus,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/lathyrus/odoratus/,Lathyrus odoratus (sweet vetchling): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,ed6ab20cb11fd62aad5a5337a8a2b99acd7f709c6ec0356c05b94e21b1f89194,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:c46891077566166ada934c28,Campanula carpatica,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/campanula/carpatica/,Campanula carpatica (tussock bellflower): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,25153f1b4117af77e68dc8f2e14c14b934ec4ee9614660a39d18b648d725aa12,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:b3dd888328972bc1ed039a37,Momordica charantia,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/momordica/charantia/,Momordica charantia (bitter-melon): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,af2e779116c9199a94bee94c191d5539b441d3a865da053cacf999940d1738bf,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:7e9005509cbd00038f5a1133,Silene acaulis,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/silene/acaulis/,Silene acaulis (moss campion): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,bd2794c013b5c88fc1909a380a8e902c465b1547484966df2d3023f3fe39a028,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:009361926d0bcd729389c529,Decodon verticillatus,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/decodon/verticillatus/,Decodon verticillatus (swamp-loosestrife): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,190a896e68ba7addded3a373e7bab39f51055d253988cce52d24dc25a9d21db2,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:7975845a9fc5df2390d61766,Crocanthemum dumosum,cleistogamy,facultative,https://gobotany.nativeplanttrust.org/species/crocanthemum/dumosum/,Crocanthemum dumosum (bushy frostweed): Go Botany,Cleistogamous flowers: the plant has some cleistogamous flower,cf520e9065123d3ea1d9b06496b832fcc8abd63a6a3cb51e98e93c0da6f8ac0b,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:28af8a83394f10fca1d99a12,Paeonia officinalis,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/paeonia/officinalis/,Paeonia officinalis (common peony): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,b69c44720bc0d04ea2870f855e5dea5fa4d8420a0bab8e2256e051d8bca44994,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:7c5ba150cd87b470fbb6256e,Petunia integrifolia,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/petunia/integrifolia/,Petunia integrifolia (violet-flowered petunia): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,0a72c63ef2d845d42e11316dbb3f3710acef304f733d136294708155c8aec41a,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:557fa98264bfc4c24a1010ae,Vicia pannonica,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/vicia/pannonica/,Vicia pannonica (Hungarian vetch): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,e60f8981c3c8f8731402c8d823817b4796b6cce382a433cc4e4e3d1e92d5bd26,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:3e3e11d67862e63a1d151e40,Persicaria arifolia,cleistogamy,facultative,https://gobotany.nativeplanttrust.org/species/persicaria/arifolia/,Persicaria arifolia (halberd-leaved smartweed): Go Botany,Cleistogamous flowers: the plant has some cleistogamous flower,28fa4aa8a2535ff8bd8aec3ec9026e51e97849e56d07f9f0a53093b9f55e3841,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:0a018f6ba339422a507445ae,Pyrola minor,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/pyrola/minor/,Pyrola minor (little shinleaf): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,b5ed504b382666e8be996c3f40a7ecf8798352c71cada286c09d1254f6647137,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:9caff12feef6a5c8c82e3f24,Ajuga reptans,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/ajuga/reptans/,Ajuga reptans (carpet bugle): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,0739c6db8c91c4ac10302a52d4cca7182610f8a614dd0595f9f5705c499ee28f,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:bcb08cfa419c136f2dd0e08d,Vicia grandiflora,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/vicia/grandiflora/,Vicia grandiflora (large yellow vetch): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,a6b90ae62d255118dd10a2bc60a8e637e5b6a1e7c92959308d325260e646a1e0,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:d85a4459bcbbacac61e0a97e,Solanum nigrum,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/solanum/nigrum/,Solanum nigrum (European black nightshade): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,35e5cdfb666a0b933c23173fb5499842c3b47d684c261bf191b4b3656d8c9e98,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:4f1d8cebb9ec9a193da6864e,Solanum sisymbriifolium,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/solanum/sisymbriifolium/,Solanum sisymbriifolium (sticky nightshade): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,a701fd61fa2ccb2870baf2cdca2ec7321c68c8a379f059eebcdde720a5abd46f,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:d3ad49a7da349f73df830747,Arabidopsis thaliana,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/arabidopsis/thaliana/,Arabidopsis thaliana (mouse-ear thale-cress): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,3ab0e725c415e3de18f2ac00bee718f5892aaaaae99d13312fb7e76b82988000,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:c655bdd1273952292d68305c,Humulus lupulus,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/humulus/lupulus/,"Humulus lupulus (common hop, hops): Go Botany",Cleistogamous flowers: there are no cleistogamous flowers on the plan,ac36d0196d971544d8d0a0d6f3ed1296f434eb0466e2136525719c0397242bf5,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:f9e42e7e89f74df0c01afe27,Vicia tetrasperma,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/vicia/tetrasperma/,Vicia tetrasperma (four-seeded vetch): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,b2f0401bad3241102c734b858c12121f45ba4742c0f416add7e73c30c6a76a38,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:d37f1d789b1f648a07b93e16,Mentha spicata,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/mentha/spicata/,Mentha spicata (spearmint): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,dfc820413cd44283d1119a6cd2ea149e1a2e64e2cef5d75c2a6870f7923d51e4,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:6ddefecba7ef5130ca469f35,Silene conica,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/silene/conica/,Silene conica (striate campion): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,5830e133884ce3866d5dee77ff9c6492b623b69982eb3525bac89d777c549ae5,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:e0279f2c40f930567bcd1336,Salpiglossis sinuata,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/salpiglossis/sinuata/,Salpiglossis sinuata (paintedtongue): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,c8aae3e14eb6dcb5acfde5c819ee03f429ff739821a10de909a5ab4dafdb24a5,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:57690726e0cde7d500f34239,Cucurbita pepo,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/cucurbita/pepo/,Cucurbita pepo (pumpkin): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,0ea2e3e6e516c1777b1791c5d5de4023bf9266e9095f49957dec5e153492980f,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:e16d1aafbe72c92e56998a55,Nicotiana alata,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/nicotiana/alata/,Nicotiana alata (Jasmine tobacco): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,54a160afa7b67b2107d8398c5430cc3867976fd00795ffd870bdd4eaeaaa128c,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:bd2d792fb8c21e5ae4c7bff6,Digitalis purpurea,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/digitalis/purpurea/,Digitalis purpurea (purple foxglove): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,4288297c9998c9a0679a50ca8f767923ce6211ecb59f32aa595d498eb334bff5,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:23f512ef8a9b7109702c7313,Viola palmata,cleistogamy,absent|facultative,https://gobotany.nativeplanttrust.org/species/viola/palmata/,Viola palmata (wood violet): Go Botany,Cleistogamous flowers: the plant has some cleistogamous flower; there are no cleistogamous flowers on the plan,3164d977306057e79a70fbd7a3f417db81c451b8d6684df7499907a12caead8f,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
gobotany-completion:b406c2868191f0adf81f0b84,Anchusa officinalis,cleistogamy,absent,https://gobotany.nativeplanttrust.org/species/anchusa/officinalis/,Anchusa officinalis (common bugloss): Go Botany,Cleistogamous flowers: there are no cleistogamous flowers on the plan,58ed84c441645d982f5ed78051811ebc3a6303cb682ae4784b11624d92a40d73,True,wild_or_unspecified_species_record,Codex evidence audit,2026-08-11T02:29:33.8112372Z,"Exact sitemap species page; h1 and family match the 106,295-species master; the quoted named characteristic maps directly to the same trait; no snippet, cultivar-only statement, cross-trait proxy or inference.",,
