accepted_species,family,trait_name,normalized_value,raw_value,evidence_quality,source_provider,source_url,page_title,source_citation,source_excerpt,source_record_id,source_lineage,lineage_method,source_tier,source_type,domain,language,wild_cultivated_cultivar_status,content_sha256,content_sha256_basis,retrieved_at_utc,query
Homalium betulifolium,Salicaceae,flower_primary_color,red_pink,Pink,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3877; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=2,"Colors | Pink | Homalium betulifolium |    | 12 | Author: Däniker | Rank: Espece | Protected species: in Southern Province , in Northern Province | Habitats: Maquis de basse altitude | Substrates: Ultramafique | Red list status: Near Threatened (NT)",endemia:fiche3877:flower-colours,provider_treatment:endemia:3877,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,2e6713c3f767da0275aa3d5a4a0ebab9b58f6b1c333c40257f83c6ea013d1903,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Homalium decurrens,Salicaceae,flower_primary_color,red_pink,Pink,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=4,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3879; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=4,Colors | Pink | Homalium decurrens |   | 15 | Author: (Vieill.) Briq. | Rank: Espece | Protected species: in Northern Province,endemia:fiche3879:flower-colours,provider_treatment:endemia:3879,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,55915e823b5f89970410057460b65b8646d8a49489761ac32a2bf2d1756eea35,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Homalium deplanchei,Salicaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=27,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche636; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=27,Colors | White | Homalium deplanchei |   | 20 | Author: (Vieill.) Warb. | Rank: Espece | Protected species: in Northern Province,endemia:fiche636:flower-colours,provider_treatment:endemia:636,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,c37ad164f654ca8ca3f784ab39c6bde8f995870ea080b60771c9032a0026d810,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Homalium kanaliense,Salicaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=8,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3883; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=8,Colors | White | Homalium kanaliense |   | Author: (Vieill.) Briq. | Rank: Espece | Protected species: in Northern Province,endemia:fiche3883:flower-colours,provider_treatment:endemia:3883,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,944b4613a4c077b0e12b552913812e95264a76991147c278613f80648e4d3156,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Hoya nicholsoniae,Apocynaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=31,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1830; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=31,Colors | White | Hoya nicholsoniae | 19 | Author: F.Muell. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche1830:flower-colours,provider_treatment:endemia:1830,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,7ece712293a33c12aa4b7588c779b465514449aad94e10d079311db4d62127af,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Hugonia penicillanthemum,Linaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4032; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Colors | Yellow | Hugonia penicillanthemum |   | 20 | Author: Baill. ex Pancher & Sebert | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche4032:flower-colours,provider_treatment:endemia:4032,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,99552143d31c5a1df451a8ed448c27ac1f868cad62a4479c4b92733c198ed6ea,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Hunga gerontogea,Chrysobalanaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=19,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche3472; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=19,Colors | White | Hunga gerontogea |    | 8 | Author: (Schltr.) Prance | Rank: Espece | Protected species: in Northern Province | Red list status: Near Threatened (NT),endemia:fiche3472:flower-colours,provider_treatment:endemia:3472,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5c793a418ced497e31f106707466673dbd0478d58ba039e5b9d583e04dd68c85,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Hybanthus austrocaledonicus,Violaceae,flower_primary_color,blue_purple,Purple,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche5020; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Colors | Purple | Hybanthus austrocaledonicus | 14 | Author: (Vieill.) Schinz & Guillaumin ex Melch. | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats.,endemia:fiche5020:flower-colours,provider_treatment:endemia:5020,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,77cd1a68e64954276119fb3c1fed9326fd143571b7be5e2c12a9e413ca25c8a5,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Hypserpa neocaledonica,Menispermaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=8,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche983; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=8,Colors | White | Hypserpa neocaledonica | 8 | Author: Diels | Rank: Espece,endemia:fiche983:flower-colours,provider_treatment:endemia:983,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,944b4613a4c077b0e12b552913812e95264a76991147c278613f80648e4d3156,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Hypserpa vieillardii,Menispermaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=8,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2070; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=8,Colors | White | Hypserpa vieillardii | 13 | Author: Diels | Rank: Espece,endemia:fiche2070:flower-colours,provider_treatment:endemia:2070,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,944b4613a4c077b0e12b552913812e95264a76991147c278613f80648e4d3156,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Ixora cauliflora,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1180; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Colors | White | Ixora cauliflora | Author: Montrouz. | Rank: Espece,endemia:fiche1180:flower-colours,provider_treatment:endemia:1180,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,ab1328fdaa9c4f546bb2441a8b4d2c622ef973d5c65f40a848c8945f9a8d8fe9,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Ixora collina,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=21,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1181; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=21,Colors | White | Ixora collina | 5 | Author: (Montrouz.) Beauvis. | Rank: Espece,endemia:fiche1181:flower-colours,provider_treatment:endemia:1181,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,541caf8d24bb54b5873f60be79090d227755cdc41454d4b92c5a46704ad63c9c,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Ixora francii,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=20,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche532; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=20,Colors | White | Ixora francii | 4 | Author: Schltr. & K.Krause | Rank: Espece,endemia:fiche532:flower-colours,provider_treatment:endemia:532,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5a965b393484a88a0289971922a5abfc21b3101a94067df1761721a19f1d3bc9,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Ixora kuakuensis,Rubiaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1182; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Colors | White | Ixora kuakuensis | 5 | Author: S.Moore | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats.,endemia:fiche1182:flower-colours,provider_treatment:endemia:1182,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,ab1328fdaa9c4f546bb2441a8b4d2c622ef973d5c65f40a848c8945f9a8d8fe9,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Jaffrea xerocarpa,Rhamnaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=30,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4493; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=30,Colors | White | Jaffrea xerocarpa |   | 13 | Author: (Baill.) H.C.Hopkins & Pillon | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats. | Red list status: Least Concern (LC),endemia:fiche4493:flower-colours,provider_treatment:endemia:4493,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,d61b03c7b4a08661269fee654b7f1698eab410e84677007d8b1235f9d2f90f22,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Kermadecia sinuata,Proteaceae,flower_primary_color,yellow_orange,Orange,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=orange&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1158; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=orange&page=1,Colors | Orange | Kermadecia sinuata |   | 20 | Author: Brongn. & Gris | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: Volcano-sédimentaire | Red list status: Least Concern (LC),endemia:fiche1158:flower-colours,provider_treatment:endemia:1158,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,702bee955eb8f02f9c1569cf418aeeeedd8eec65c495bbdcf05f6012d917a0bc,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Kibaropsis caledonica,Monimiaceae,flower_primary_color,white|yellow_orange,White|Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=30,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche989; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=30 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=13,Colors | White | Kibaropsis caledonica |   | 16 | Author: (Guillaumin) Jérémie | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: Volcano-sédimentaire | Red list status: Least Concern (LC) || Colors | Yellow | Kibaropsis caledonica |   | 16 | Author: (Guillaumin) Jérémie | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: Volcano-sédimentaire | Red list status: Least Concern (LC),endemia:fiche989:flower-colours,provider_treatment:endemia:989,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,c97d1296bf4643b96270d038894a0f91dcaacf78eb665d16290f28fb4fb30d7b,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Lepidosperma perteres,Cyperaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=23,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2439; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=23,Colors | White | Lepidosperma perteres | 9 | Author: C.B.Clarke | Rank: Espece,endemia:fiche2439:flower-colours,provider_treatment:endemia:2439,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,b87dc64b15400a833d36f79159bd190afadf04f1d42808895ee1049bf4429cc5,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Lethedon oblonga,Thymelaeaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=11,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4989; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=11,Colors | White | Lethedon oblonga | 12 | Author: (Schltr.) Kosterm. | Rank: Espece,endemia:fiche4989:flower-colours,provider_treatment:endemia:4989,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,64bb3b57d57299854acd8499dda983653a128963892eabe2740fbbdca886bc7d,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Lethedon salicifolia,Thymelaeaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=19,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche6462; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=19,Colors | White | Lethedon salicifolia | 17 | Author: (Labill.) Aymonin | Rank: Espece,endemia:fiche6462:flower-colours,provider_treatment:endemia:6462,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5c793a418ced497e31f106707466673dbd0478d58ba039e5b9d583e04dd68c85,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Liparis layardii,Orchidaceae,flower_primary_color,red_pink,Red,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1078; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=2,Colors | Red | Liparis layardii |   | 12 | Author: F.Muell. | Rank: Espece | Protected species: in Northern Province | Habitats: Forêt humide de basse altitude | Substrates: substrats. | Red list status: Least Concern (LC),endemia:fiche1078:flower-colours,provider_treatment:endemia:1078,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,d2b1e4215dc8212dad76f7e55b54b4085d5f89c98e38e8b14e44010b12a4c96a,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Litsea triflora,Lauraceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4022; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Colors | Yellow | Litsea triflora |   | 7 | Author: Guillaumin | Rank: Espece | Protected species: in Northern Province,endemia:fiche4022:flower-colours,provider_treatment:endemia:4022,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,99552143d31c5a1df451a8ed448c27ac1f868cad62a4479c4b92733c198ed6ea,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Lomandra insularis,Asparagaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=21,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1635; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=21,Colors | White | Lomandra insularis | 28 | Author: Schltr. | Rank: Espece,endemia:fiche1635:flower-colours,provider_treatment:endemia:1635,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,541caf8d24bb54b5873f60be79090d227755cdc41454d4b92c5a46704ad63c9c,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Longetia buxoides,Picrodendraceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=4,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2452; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=4,Colors | White | Longetia buxoides |   | 24 | Author: Baill. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche2452:flower-colours,provider_treatment:endemia:2452,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,6b5f9f595a065b80ba9538b59cbfbede5769fb7104cc3a1ba1611a0e78adf150,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Lotus anfractuosus,Fabaceae,flower_primary_color,red_pink,Pink,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche480; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=3,Colors | Pink | Lotus anfractuosus | 10 | Author: (Baker. F.) Kramina & D.D.Sokoloff | Rank: Espece,endemia:fiche480:flower-colours,provider_treatment:endemia:480,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,7a2a0a91f4c65c348fcb5ce2c0284ddc952cc7ac0c327a9adc728e7be9195da3,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Loxodiscus coriaceus,Sapindaceae,flower_primary_color,blue_purple,Purple,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche552; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=mauve&page=1,Colors | Purple | Loxodiscus coriaceus |   | 19 | Author: Hook.f. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche552:flower-colours,provider_treatment:endemia:552,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,77cd1a68e64954276119fb3c1fed9326fd143571b7be5e2c12a9e413ca25c8a5,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Macaranga alchorneoides,Euphorbiaceae,flower_primary_color,green_brown_inconspicuous,Insignificant flower,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche858; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=3,Colors | Insignificant flower | Macaranga alchorneoides |   | 12 | Author: Pax & Lingelsh. | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: Ultramafique | Red list status: Least Concern (LC),endemia:fiche858:flower-colours,provider_treatment:endemia:858,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,2cfbfbcfa781c81ca1ebc3775c35020530454fd2f53eb3dbd225324488c8400d,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Macaranga vedeliana,Euphorbiaceae,flower_primary_color,green_brown_inconspicuous,Green,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche5101; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=2,Colors | Green | Macaranga vedeliana |   | 21 | Author: (Baill.) Müll.Arg. | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats. | Red list status: Least Concern (LC),endemia:fiche5101:flower-colours,provider_treatment:endemia:5101,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,54f984a245c15ae4a0e69b30a54062b1ce38c807bf41c57db4329834394196b0,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Maesa novocaledonica,Primulaceae,flower_primary_color,green_brown_inconspicuous,Insignificant flower,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1003; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=fleur%20insignifiante&page=1,Colors | Insignificant flower | Maesa novocaledonica |   | 15 | Author: Mez | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche1003:flower-colours,provider_treatment:endemia:1003,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,04f197ce66d07f77d13efde3559617a22c85bc6a4746b3278c6549acf3e72486,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Maxwellia lepidota,Malvaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=10,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche572; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=10,Colors | Yellow | Maxwellia lepidota |   | 26 | Author: Baill. | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche572:flower-colours,provider_treatment:endemia:572,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5b6a4eebe49caeeb0f535e9c632c3cee534cc5a2248bb1eadd7c09e456be7eab,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
