accepted_correct,accepted_species,audit_hash,audit_reason,audit_row,candidate_id,content_fingerprint,cultivar_status,development_row,exact_supporting_quote,normalized_value,page_title,reviewed_at_utc,reviewer,source_citation,source_excerpt,source_lineage,source_provider,source_url,trait_name
True,Tainia purpureifolia,2b26d53d0c526ddf2af89aa5adc0d82980ade97bab8870880630dc118604a869,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:b54c1b23ea74f95904412c1f,750073c3828191172ca203af2e74076d9b32e4f9d1826bf62a2665406e8b1b90,wild_or_unspecified_species_treatment,125,"Found in northern and northwestern Borneo in moss and humus at elevations around 1250 to 1400 meters as a small sized, cool growing terrestrial with a shortly creeping, slender rhizome with .4"" [1 cm] between each, acutely angled to the rhizome, cylindric pseudbulb enveloped entirely by a large, membraneous sheath that reaches to the apex of the petiole of the leaf carrying a single, apical, ovate to ovate-lanceolate, abruptly acuminate, acute, slightly rigid, margins very minutely and finely undulate, very dark green above, purple beneath, grooved petiolate base leaf that blooms in the late winter and early spring on an erect, basal, slender, peduncle terete, short tubular sheathed below, 2 longer ones above, 7.4"" [18.5 cm] long, rachis to 1.8"" [4.5 cm] long, very laxly 2 flowered inflorescence with adpressed to the pedicel, ovate, acute 5 nerved, lower one larger floral bracts and carrying tepals with 2 raised nerves on the back, yellow suffused purple down the middle, the lip white with a pale purplish tinge, purple in the upper half, suffused purple beneath along the middle and a white column with a large purple spot on the back apex.",blue_purple|white|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Tainia purpureifolia","Found in northern and northwestern Borneo in moss and humus at elevations around 1250 to 1400 meters as a small sized, cool growing terrestrial with a shortly creeping, slender rhizome with .4"" [1 cm] between each, acutely angled to the rhizome, cylindric pseudbulb enveloped entirely by a large, membraneous sheath that reaches to the apex of the petiole of the leaf carrying a single, apical, ovate to ovate-lanceolate, abruptly acuminate, acute, slightly rigid, margins very minutely and finely undulate, very dark green above, purple beneath, grooved petiolate base leaf that blooms in the late winter and early spring on an erect, basal, slender, peduncle terete, short tubular sheathed below, 2 longer ones above, 7.4"" [18.5 cm] long, rachis to 1.8"" [4.5 cm] long, very laxly 2 flowered inflorescence with adpressed to the pedicel, ovate, acute 5 nerved, lower one larger floral bracts and carrying tepals with 2 raised nerves on the back, yellow suffused purple down the middle, the lip white with a pale purplish tinge, purple in the upper half, suffused purple beneath along the middle and a white column with a large purple spot on the back apex.",url:https://www.orchidspecies.com/tainpurpureifolia.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/tainpurpureifolia.htm,flower_primary_color
True,Bulbophyllum appressum,2b99581847ec2bace2349ab4aac52c003b2a8f1624b2a8bd8b1a0eb80b456ece,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:6df02432da1dd4eb21c29ca9,1e0d7b2609932e6cc9257503d42700770ccae1725f0e2018753d4857fab9071a,wild_or_unspecified_species_treatment,126,Schlechter states that the flowers are yellow and are thickly brown spotted.,green_brown_inconspicuous|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum appressum",Schlechter states that the flowers are yellow and are thickly brown spotted.,url:https://www.orchidspecies.com/bulbappressum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/bulbappressum.htm,flower_primary_color
True,Bulbophyllum latipes,2be7a46f23eb4c9a7ab14842d626021c5fb0d5bfd45da11827fe4afdd506765f,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:48989003cf90012309c0b8d9,f622faebf165e3ea046bb7d3d96b9891493130be3ff261a40bf47123e007bfa3,wild_or_unspecified_species_treatment,127,Schlechter states that the flowers are pale yellow.,yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum latipes",Schlechter states that the flowers are pale yellow.,url:https://www.orchidspecies.com/bulblatipes.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/bulblatipes.htm,flower_primary_color
True,Bulbophyllum warianum,2c015e076df6b04ffe9a156ce7f7a50017b04b44a0e51a24d036b77329762b9c,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:196e2a56c7605e3654963151,3df1748e79994a625910163250a2503b7950a1f6941667a1ba14d1ed2947a26e,wild_or_unspecified_species_treatment,128,"Schlechter states that the flowers are violet with white tips, the petals are violet and the column is white.",blue_purple|white,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum warianum","Schlechter states that the flowers are violet with white tips, the petals are violet and the column is white.",url:https://www.orchidspecies.com/bulbwariana.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/bulbwariana.htm,flower_primary_color
True,Glomera dependens,2ca507df180bc579cc029a4b64b8c87581c91a7edd1d9ea06bf1e0b54c668ac3,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:6aa7e04811fe95f4f003ac14,9b18e12c239588a446e66eaefb33d47513da90fd7c349d5644e725f52b2cf3c1,wild_or_unspecified_species_treatment,129,Schlechter states that the flowers are snow white with a roundish spot of green-grey dots at the apex of the lip and a pale brown anther.,green_brown_inconspicuous|white,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Glomera dependens",Schlechter states that the flowers are snow white with a roundish spot of green-grey dots at the apex of the lip and a pale brown anther.,url:https://www.orchidspecies.com/glomdependens.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/glomdependens.htm,flower_primary_color
True,Glomera kaniensis,2cc783027cd9252b309253128f7bc733bc096822a21d6ab33d6e66ab675a858a,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:9d40d53ca74b784d65a9a3f1,69447f2285ff991466ebbf32eea005361386df2fe4fad462d9e5a58631386c62,wild_or_unspecified_species_treatment,130,Schlechter states the leaf sheaths are yellow and the flowers are white with a cinnabar red apex to the lip.,red_pink|white,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Glomera kaniensis",Schlechter states the leaf sheaths are yellow and the flowers are white with a cinnabar red apex to the lip.,url:https://www.orchidspecies.com/glomkaniewnsis.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/glomkaniewnsis.htm,flower_primary_color
False,Epidendrum latilabre,2ccc9ca0e0ef7e2c14f38217a2552699ac38e5786024a15408f2ee507331c9a9,rejected_incomplete_multistate_value_mapping,,iospe-colour:f5714f016f2ed697d6e43bed,bfcb9b78f7eabf37266784c6236840b4bbd14879241f224995ab4c3a142706d1,wild_or_unspecified_species_treatment,131,"characterized by the caespitose, sympodial plants, fleshy, pale green to glaucous leaves, apical inflorescence, sessile, rarely with a short peduncle, one-flowered to many-flowered, and then corymbose, without spathaceous bracts, fleshy, green to yellowish-green rarely white flowers. The species is from Brazil which has laterally compressed stems, successive, green and larger flowers, semiorbicular to subrectangular laterallobes and subcuadrate midlobe.",green_brown_inconspicuous|white,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Epidendrum latilabre","characterized by the caespitose, sympodial plants, fleshy, pale green to glaucous leaves, apical inflorescence, sessile, rarely with a short peduncle, one-flowered to many-flowered, and then corymbose, without spathaceous bracts, fleshy, green to yellowish-green rarely white flowers. The species is from Brazil which has laterally compressed stems, successive, green and larger flowers, semiorbicular to subrectangular laterallobes and subcuadrate midlobe.",url:https://www.orchidspecies.com/epidlatilabre.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/epidlatilabre.htm,flower_primary_color
True,Bulbophyllum fraternum,2cedc8b8eb53251f5b29b3771cd80b3fbb4bc37393ecf12a3a5ba77b75136101,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:6ef20bedadfb993a115aef43,d461d4165c7ed86a12eb3ad5e2816f79ca2fd5c2edf00caa10f20746c6f433ea,wild_or_unspecified_species_treatment,132,"Found in Sulawesi in montane forest on steep slopes at elevations of 1100 to 1200 meters as a mini-miniature sized, cool growing epiphyte with a creeping rhizome enveloped by not persistent rhizome scales with .24 to .6"" [.6 to 1.5 cm] between each slightly distant, ovoid, only slightly and obtusely angular pseudobulbs carrying a single, apical, erect, elliptic, acute, petiolate base leaf that blooms at most any time of the year on an an erect to patent, peduncle 1 to 2.2"" [2.5 to 5.5 cm] long, provided with about 3 bracts 3, the longest .22 to .34"" [5.5 to 8.5 mm] long. rhachis nodding at the base, pendulous, not thickened, 1.2 to 2.2"" [3 to 5.5 cm] long, rather dense 2.2 to 4.4"" [5.5 to 11 cm] long overall, many open simultaneously, ca 9 to 12 flowered inflorescence with triangular, acute, shorter than the ovary floral bracts and carrying not resupinate, not fully opening flowers with the median sepal and petals translucent white with thick purplish red veins, the lateral sepals very pale greenish, with purplish red veins and some staining in the same colour, the lip pale orange, top part suffused with some purplish red and the Column white, stained pinkish purple.",blue_purple|green_brown_inconspicuous|red_pink|white|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Bulbophyllum fraternum","Found in Sulawesi in montane forest on steep slopes at elevations of 1100 to 1200 meters as a mini-miniature sized, cool growing epiphyte with a creeping rhizome enveloped by not persistent rhizome scales with .24 to .6"" [.6 to 1.5 cm] between each slightly distant, ovoid, only slightly and obtusely angular pseudobulbs carrying a single, apical, erect, elliptic, acute, petiolate base leaf that blooms at most any time of the year on an an erect to patent, peduncle 1 to 2.2"" [2.5 to 5.5 cm] long, provided with about 3 bracts 3, the longest .22 to .34"" [5.5 to 8.5 mm] long. rhachis nodding at the base, pendulous, not thickened, 1.2 to 2.2"" [3 to 5.5 cm] long, rather dense 2.2 to 4.4"" [5.5 to 11 cm] long overall, many open simultaneously, ca 9 to 12 flowered inflorescence with triangular, acute, shorter than the ovary floral bracts and carrying not resupinate, not fully opening flowers with the median sepal and petals translucent white with thick purplish red veins, the lateral sepals very pale greenish, with purplish red veins and some staining in the same colour, the lip pale orange, top part suffused with some purplish red and the Column white, stained pinkish purple.",url:https://www.orchidspecies.com/bulbfratenum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/bulbfratenum.htm,flower_primary_color
True,Cyclopogon luteoalbus,2da73585b242f01b306e63fc16c65022143a10eb635d5248a36d8e4d6d94825f,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:cf867c5f265236d06e88bc62,ddc07da2b53a10ee8549ee80027969f4daa194cba2428c245762b27d80e3d610,wild_or_unspecified_species_treatment,133,"Found in Puebla, Veracruz, Queretaro and Oaxaca states of Mexico and Guatemala? at elevations around 1100 to 1300 meters as a medium sized, cool growing terrestrial with elliptic-oblong to elliptic ovate, shortly acuminate, petiolate base leaves that blooms in the late fall and early winter on an erect, peduncle 8.4 to 21.6"" [21 to 54 cm] long, provided with 4 to 6, shorter than the internodes, glabrous sheathing bracts, rachis 1.6 to 1.8"" [4 to 4.5 cm] long, dense pyramidical, 20 to 25 flowered inflorescence inflorescence with lanceolate, acuminate, much longer than the flowers floral bracts and carrying small, white green flowers.",green_brown_inconspicuous|white,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Cyclopogon luteoalbus","Found in Puebla, Veracruz, Queretaro and Oaxaca states of Mexico and Guatemala? at elevations around 1100 to 1300 meters as a medium sized, cool growing terrestrial with elliptic-oblong to elliptic ovate, shortly acuminate, petiolate base leaves that blooms in the late fall and early winter on an erect, peduncle 8.4 to 21.6"" [21 to 54 cm] long, provided with 4 to 6, shorter than the internodes, glabrous sheathing bracts, rachis 1.6 to 1.8"" [4 to 4.5 cm] long, dense pyramidical, 20 to 25 flowered inflorescence inflorescence with lanceolate, acuminate, much longer than the flowers floral bracts and carrying small, white green flowers.",url:https://www.orchidspecies.com/cyclopluteoalbus.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/cyclopluteoalbus.htm,flower_primary_color
False,Encyclia aspera,2dc422a59f4739fc532e69138af782539704e95b277397c7d3cd8a001f0545b7,rejected_incomplete_multistate_value_mapping,,iospe-colour:6d7a00ef1f0b062ac4555f57,1db8077afe8b06868f59fddba674c5a25f6e4c7a365ded499d186497c2c5683a,wild_or_unspecified_species_treatment,134,Distinguished by the asperous ovary and the gereenish yellow flowers.,yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Encyclia aspera",Distinguished by the asperous ovary and the gereenish yellow flowers.,url:https://www.orchidspecies.com/encaspera.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/encaspera.htm,flower_primary_color
True,Oberonia stenophylla,2dd4f52b91337d28f83f6f8b107f215ca65cc25c1031e772318d4c96d90a25e2,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:f1a02b30f2e5fcd3e2917884,ef0262c91c650f2c3e6b3f075ba09cd57bf1aefe8dadf0fb80dfc98a9462c5a4,wild_or_unspecified_species_treatment,135,"Seidenfaden stated that the sepals of the flowers are light red, the petals red and the lip is bright red.",red_pink,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Oberonia stenophylla","Seidenfaden stated that the sepals of the flowers are light red, the petals red and the lip is bright red.",url:https://www.orchidspecies.com/oberstenophylla.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/oberstenophylla.htm,flower_primary_color
True,Habenaria monadenioides,2df43a585735f2316b21a0946e8b5dfc76bf130a159b254598efc2cea5a59fba,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:58eaac65cf76d7b3251134d8,26725828d23252b5b0e57d9d8756adcb465a64e1cc5b16a10270cfe529667b66,wild_or_unspecified_species_treatment,136,"Found in central Madagascar on rocky quartzite outcrops at elevations of 1400 to 2200 meters as a medium sized, cool to cold growing lithophyte with an erect stem carrying 6 to 9, suberect, lanceolate, acute, grading smaller above leaves that blooms in the summer on an erect, terminal, cylindrical, rachis to 6"" [15 cm] long, uniformly densely many flowered inflorescence with elliptical to lanceolate-acuminate, as long as the pedicel floral bracts carrying glabrous, white flowers.",white,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Habenaria monadenioides","Found in central Madagascar on rocky quartzite outcrops at elevations of 1400 to 2200 meters as a medium sized, cool to cold growing lithophyte with an erect stem carrying 6 to 9, suberect, lanceolate, acute, grading smaller above leaves that blooms in the summer on an erect, terminal, cylindrical, rachis to 6"" [15 cm] long, uniformly densely many flowered inflorescence with elliptical to lanceolate-acuminate, as long as the pedicel floral bracts carrying glabrous, white flowers.",url:https://www.orchidspecies.com/habmonadeniodes.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/habmonadeniodes.htm,flower_primary_color
True,Calanthe crenulata,2ea9452414e4453557c9e303c7334dde4a82484100b19a2bcccdfd81ab3673a9,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:d54b5102f2b668d967fd3f64,55674d01030211045337c7edf02c4042189221577c997f47ff1192b44253e837,wild_or_unspecified_species_treatment,137,"Found in Sabah and Kalimantan Borneo in lower montane forests and on sandstone ridges at elevations of 70 to 1200 [1700] meters as a small to medium sized, hot to cool growing terrestrial with ovoid pseudobulbs enveloped completely by leaf bearing, sheaths and carrying 5 to 7, plicate, elliptic, crenulate, acute leaves that blooms in the summer and fall on an axillary, erect, occasionally branched, peduncle puberulous, to 5.6"" [14 cm] long, with 4 tubular bracts, rachis 1.2 to 2.2"" [3 to 5.5 cm] long, overall to 7.2"" [18 cm] long, successively 2 to 4, to 20 flowered inflorescence with persistent, recurved apically, ovate floral bracts carrying milk white to light yellow becoming salmon to orange in time flowers",red_pink|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Calanthe crenulata","Found in Sabah and Kalimantan Borneo in lower montane forests and on sandstone ridges at elevations of 70 to 1200 [1700] meters as a small to medium sized, hot to cool growing terrestrial with ovoid pseudobulbs enveloped completely by leaf bearing, sheaths and carrying 5 to 7, plicate, elliptic, crenulate, acute leaves that blooms in the summer and fall on an axillary, erect, occasionally branched, peduncle puberulous, to 5.6"" [14 cm] long, with 4 tubular bracts, rachis 1.2 to 2.2"" [3 to 5.5 cm] long, overall to 7.2"" [18 cm] long, successively 2 to 4, to 20 flowered inflorescence with persistent, recurved apically, ovate floral bracts carrying milk white to light yellow becoming salmon to orange in time flowers",url:https://www.orchidspecies.com/calcrenulata.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/calcrenulata.htm,flower_primary_color
True,Dimorphorchis tenomensis,300ce097a079e5607b91c0218474116b49a08eeff6a1bb40c01fa5786c3429ba,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:3333f2602b5f714c93d3a0e1,7dc2f917ab9e9103da9344d1076ec5620779a784695daaccc71063b62c8772d2,wild_or_unspecified_species_treatment,138,"Found in Sabah Borneo in wet hill forests and lower montane forests on sandstone ridges at elevations of 800 to 1000 meters as a medium sized, warm growing epiphyte with a stout, pendent to descending stem carrying arcuate, linear, obliquely and acutely bilobed apically, basally clasping leaves that blooms in the late spring on an axillary, 11.2 to 16"" [28 to 40 cm] long, pendent, terete, dark purple, tomentose, laxly few flowered inflorescence with ovate, acuminate, basally pubescent floral bracts and carrying 2 different forms of showy flowers, the basal 2, fragrant, with bright yellow tepals lightly spotted with red purple all over, a whitish lip with a yellow center, purple flecked callus as well as the sides, the apical flowers are non fragrant and white, heavily spotted with red purple.",blue_purple|red_pink|white|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Dimorphorchis tenomensis","Found in Sabah Borneo in wet hill forests and lower montane forests on sandstone ridges at elevations of 800 to 1000 meters as a medium sized, warm growing epiphyte with a stout, pendent to descending stem carrying arcuate, linear, obliquely and acutely bilobed apically, basally clasping leaves that blooms in the late spring on an axillary, 11.2 to 16"" [28 to 40 cm] long, pendent, terete, dark purple, tomentose, laxly few flowered inflorescence with ovate, acuminate, basally pubescent floral bracts and carrying 2 different forms of showy flowers, the basal 2, fragrant, with bright yellow tepals lightly spotted with red purple all over, a whitish lip with a yellow center, purple flecked callus as well as the sides, the apical flowers are non fragrant and white, heavily spotted with red purple.",url:https://www.orchidspecies.com/dimotenomensis.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/dimotenomensis.htm,flower_primary_color
False,Gastrodia theana,3263ab8ba6a64e7d3b6d99bf49d66ee72313bb7c806dc1cb485bb4d0b8337a6f,rejected_non_target_organ_colour_false_positive,,iospe-colour:3565d64639dc5849096d7e7c,7201c2b394964703fe0c3a0e8aa612dab5e6211ce12ab7420632d5dbfaadfe85,wild_or_unspecified_species_treatment,139,"Found in Vietnam in primary broadleaved evergreen lowland shady forest at eleavations of 300 to 400 meters as a mini-miniature sized, hot growing leafless, mycoheterotrophic terrestrial with cylindrical, finely irregularily verrucose, hairy tubers giving rise to an erect, fleshy, striaght to flexuous, white to yellowish-brown stem with 2 to 3, ovate, obtuse bracts and with many small, imbricate, triangular, acute scales that blooms in the spring on an erect, dense, 3 to 8 close set flowers with yellowish brown, ovate floral bracts and carryijng tubular, fleshy flowers that barely open",green_brown_inconspicuous|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Gastrodia theana","Found in Vietnam in primary broadleaved evergreen lowland shady forest at eleavations of 300 to 400 meters as a mini-miniature sized, hot growing leafless, mycoheterotrophic terrestrial with cylindrical, finely irregularily verrucose, hairy tubers giving rise to an erect, fleshy, striaght to flexuous, white to yellowish-brown stem with 2 to 3, ovate, obtuse bracts and with many small, imbricate, triangular, acute scales that blooms in the spring on an erect, dense, 3 to 8 close set flowers with yellowish brown, ovate floral bracts and carryijng tubular, fleshy flowers that barely open",url:https://www.orchidspecies.com/gastheana.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/gastheana.htm,flower_primary_color
True,Cleistes libonii,33820358b6cff8442a27b739615aa1c80950df3f577aa9ee288210a4a0a8b22f,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:b5b6f8d69eb37f90489ca1a2,e0b49bc3cbfed3a38e7e1449cb49a6f8a44b7fa246a1b40737eadfd7b574b5db,wild_or_unspecified_species_treatment,140,"Found in Rio de Janiero and Sao Paulo states of Brazil as a medium to large sized, hot to cool growing terrestrial at elevations of sea level to 1200 meters near the sea with an erect stem carrying 8 or so, narrowly elliptic, acute, basally clasping leaves that blooms in the summer and fall on 2 to 4, terminal or axillary, 1.4 to 1.6"" [3.5 to 4 cm] long, single flowered inflorescence carrying very showy, dark red flowers.",red_pink,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Cleistes libonii","Found in Rio de Janiero and Sao Paulo states of Brazil as a medium to large sized, hot to cool growing terrestrial at elevations of sea level to 1200 meters near the sea with an erect stem carrying 8 or so, narrowly elliptic, acute, basally clasping leaves that blooms in the summer and fall on 2 to 4, terminal or axillary, 1.4 to 1.6"" [3.5 to 4 cm] long, single flowered inflorescence carrying very showy, dark red flowers.",url:https://www.orchidspecies.com/cleilimbonii.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/cleilimbonii.htm,flower_primary_color
True,Coelogyne obtusifolia,33abc3cb1e18d69b9d9a76eccb91afc9dd5499f233d414f4a697c9ea00a5c450,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:aa34274052549e8cde72f45f,9bbc7dfe58367c6c0a8bc81b9d9ee3cf3a466f88d18fd99dc5dec4a6dbc47ee8,wild_or_unspecified_species_treatment,141,"Found in Sabah, Borneo in lower montane and hill forests at elevations of 600 to 1600 meters as a small sized, warm to cool growing epiphyte with narrowly ovoid pseudobulbs carrying 2, narrowly obtuse, distinctly obtuse, thin textured, midvein prominent, elongate petiolate base leaves that blooms in the summer on a newly arising pseudobulb, to 3.8"" [9.5 cm] long, peduncle 1.6"" [4.5 cm] long, simultaneously 10 to 15 flowered inflorescence with ovate, acute, cadaceous floral bracts carrying flowers with transparent yellow tinted pale salmon tepals, a pale salmon lip with a white midlobe, and the converging keels pale salmon and a brown colum with a red brown anther.",red_pink|white|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Coelogyne obtusifolia","Found in Sabah, Borneo in lower montane and hill forests at elevations of 600 to 1600 meters as a small sized, warm to cool growing epiphyte with narrowly ovoid pseudobulbs carrying 2, narrowly obtuse, distinctly obtuse, thin textured, midvein prominent, elongate petiolate base leaves that blooms in the summer on a newly arising pseudobulb, to 3.8"" [9.5 cm] long, peduncle 1.6"" [4.5 cm] long, simultaneously 10 to 15 flowered inflorescence with ovate, acute, cadaceous floral bracts carrying flowers with transparent yellow tinted pale salmon tepals, a pale salmon lip with a white midlobe, and the converging keels pale salmon and a brown colum with a red brown anther.",url:https://www.orchidspecies.com/coelobtusifolia.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/coelobtusifolia.htm,flower_primary_color
True,Laelia anceps,365d756a5c59a3779fb46ec75edd8339f1aa5594ca23d8a949f5bcbf4a89ad1b,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:aaa1798f33dc1287411cec91,96e5911b22c26ef43f63dc07f642aa0be9e8af436b3c767b15d05c047b34e40e,wild_or_unspecified_species_treatment,142,"This is a truly great hardy drought-tolerant species from eastern Mexico with fantastic flowers, L. anceps is a Christmas bloomer, angular 4"" bulbs with a solitary thick dark green 8"" leaf, long 2 foot spikes each with clusters of 2 to 6 flowers, the very showy 2.5"" to 5"" blooms are pale lavender with an intense crimson lip that has a yellow/red striped center,",blue_purple|red_pink|yellow_orange,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Laelia anceps","This is a truly great hardy drought-tolerant species from eastern Mexico with fantastic flowers, L. anceps is a Christmas bloomer, angular 4"" bulbs with a solitary thick dark green 8"" leaf, long 2 foot spikes each with clusters of 2 to 6 flowers, the very showy 2.5"" to 5"" blooms are pale lavender with an intense crimson lip that has a yellow/red striped center,",url:https://www.orchidspecies.com/laelancepsvaranceps.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/laelancepsvaranceps.htm,flower_primary_color
True,Appendicula clemensiorum,368607ec630ed088ccaadef26efdca0f46e452a72185e118be6f878ac9fb221f,accepted_exact_identity_quote_and_complete_value_under_development_rule,,iospe-colour:f32c7f0614104e6f016b2972,0a1f212402e80f1bc3708ee764b4736da669f095cb241ffae00e3435b639924e,wild_or_unspecified_species_treatment,143,"Found in Sabah Borneo on Mt Kinabalu at elevations around 1200 meters as a medium sized, cool growing epiphyte with a branching, leafy stem carrying narrowly oblong-ligualte to narrowly elliptic, minutely equally to unequally bilobed apcially, with a tiny mucro in the sinus, finely striate leaves that blooms in the winter on an erect to spreading, terminal, , peduncle .08 to .12"" [2 to 3 mm] long, enveloped by pale greyish brown sheaths, rachis .6 to .72"" [1.5 to 1.8 cm] long, densely many flowered inflorescence with ovate to oblong-ovate, obtuse, mucronate, concave, involute margins, prominently nerved, strongly reflexed, half as long as the ovary floral bracts and carrying green flowers with the apex of the lip brown.",green_brown_inconspicuous,IOSPE PHOTOS,2026-08-12T03:30:00Z,OpenAI Codex direct source-text development review,"Pfahl, J. Internet Orchid Species Photo Encyclopedia, species treatment: Appendicula clemensiorum","Found in Sabah Borneo on Mt Kinabalu at elevations around 1200 meters as a medium sized, cool growing epiphyte with a branching, leafy stem carrying narrowly oblong-ligualte to narrowly elliptic, minutely equally to unequally bilobed apcially, with a tiny mucro in the sinus, finely striate leaves that blooms in the winter on an erect to spreading, terminal, , peduncle .08 to .12"" [2 to 3 mm] long, enveloped by pale greyish brown sheaths, rachis .6 to .72"" [1.5 to 1.8 cm] long, densely many flowered inflorescence with ovate to oblong-ovate, obtuse, mucronate, concave, involute margins, prominently nerved, strongly reflexed, half as long as the ovary floral bracts and carrying green flowers with the apex of the lip brown.",url:https://www.orchidspecies.com/appclemensiorum.htm,Internet Orchid Species Photo Encyclopedia (IOSPE),https://www.orchidspecies.com/appclemensiorum.htm,flower_primary_color
