"Name_USGSO","Plate","USGS_ISID","NEAR_FID","NEAR_DIST","ALL_Uniq","Linework_S","Meaning_AL","ID_GID","NAME_wcmcI","NAME_LOCAL","OBJECTID","ChangeType","ChangeNote","ChangeRef","Shape_Leng","IslandArea","IslandCoas","Area_Geode","Coast_Geod","Shape_Length","Shape_Area","area_km2"
"Rendova","Pacific",319368,49504,0,274235,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",339836,"Rendova","Hammond",0," "," "," ",143101.048652,398.415144993,143.101048652,395.865023854,139.696037771,1.26586621810463,0.0325118638829908,395.865023757525
"Coburg","North America",319369,190133,0,274236,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",422265,"Coburg","Cobourg",0," "," "," ",285879.723713,322.164610116,285.879723713,324.078547866,199.950712751,4.50781868053494,0.107137254557759,324.078547843165
"Basu","Sunda",319370,404247,0,274237,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",343790,"Sumatra","Sumatra",0," "," "," ",141298.562699,465.677392092,141.298562699,462.560152219,144.004358225,1.29674045446701,0.0375793385191573,462.560152223855
"Bathurst","North America",319371,142624,0,274238,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",421635,"Bathurst","Bathurst",0," "," "," ",3797827.87392,16050.6066341,3797.82787392,16145.7268293,2432.24019882,58.0807289145637,5.29624542469106,16145.7268293247
"Kanmaw","Sunda",319372,312080,0,274239,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",348195,"Kisseraing","Kanmaw",0," "," "," ",282207.310269,414.844227991,282.207310269,412.293522997,274.43810734,2.4983025271985,0.0341852279383239,412.293522944078
"Brac","Eurasia",319373,228767,0,274240,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",249206,"Brattia","Brac",0," "," "," ",164788.352863,398.359148365,164.788352863,398.197880585,163.609939162,1.78617113030807,0.0441854891517114,398.197880515528
"Sverdrup","North America",319374,156356,0,274241,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",210349," "," ",0," "," "," ",174133.494711,437.329578993,174.133494711,440.186073678,148.045131914,6.77593363346427,0.285201277375253,440.186057255182
"Ambae","New Hebrides",319375,50174,0,274242,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",340508,"Lepers","Oba",0," "," "," ",108330.509216,404.437719148,108.330509216,402.109046146,99.0897334756,0.911963380595709,0.0338497250256251,402.109046166865
"Shumshu","Okhotsk",319376,402995,0,274243,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",100810,"Shimushu","Shimishu-tð",0," "," "," ",119545.014447,382.339901445,119.545014447,382.847173164,94.0073679389,1.08540468466775,0.0487538636544748,382.847173049704
"Taymyr","Eurasia",319377,398739,0,274244,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",36592,"Taymyr","Tajmyr",0," "," "," ",378388.649253,356.985573838,378.388649253,359.11682897,241.423688158,5.37900230595439,0.120952303711078,359.116828969989
"Karkar","South Bismarck",319378,49215,0,274245,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",339546,"Krakar","Karkar",0," "," "," ",85765.3539452,400.494560364,85.7653539452,397.84841692,83.6369421153,0.755149870602686,0.0324251839377554,397.84841696494
"Mussau","North Bismarck",319379,53656,0,274246,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",345391,"Mussau Island","Saint-Mathias",0," "," "," ",100049.804209,341.32850213,100.049804209,339.046350744,99.3543635919,0.895636041265895,0.027552798874603,339.046350867327
"Batam","Sunda",319380,51974,0,274247,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",342444,"Batam","Batam",0," "," "," ",320558.659574,393.648517954,320.558659574,391.015173092,315.456314142,2.84388523195418,0.0317719972526372,391.015173118313
"Kai Kecil","Banda Sea",319381,46884,0,274248,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",337196,"Kai Kecil","Nuhurowa",0," "," "," ",258083.749236,422.523989847,258.083749236,419.752576121,245.487012857,2.2187478589163,0.0342710518287367,419.752576190233
"Maikoor","Australia",319382,46867,0,274249,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",337179,"Aru","Aru",0," "," "," ",218611.117245,406.063211024,218.611117245,403.4072391,213.575362536,1.93057536755708,0.0329589593682391,403.407239049887
"Enggano","Sunda",319383,46794,0,274250,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",337102,"Enggano","Enggano",0," "," "," ",112224.440216,407.410040604,112.224440216,404.73055547,114.07573348,1.03025819837697,0.0330229840769535,404.730555250637
"Farasan","Arabia",319384,220685,0,274251,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",36805,"Farasan el Kebir"," ",0," "," "," ",220778.627905,396.713604762,220.778627905,394.495390992,217.827942222,2.00854384110255,0.0334285362860531,394.495390889116
"Melbourne","North America",319385,134575,0,274252,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",409910,"Melbourne","Melbourne",0," "," "," ",112250.252589,387.40106573,112.250252589,389.306809692,89.8609162486,1.62221192631869,0.0853012098485203,389.306809918068
"Crown Prince Frederik","North America",319386,212231,0,274253,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",448046,"Crown Prince Frederik","Crown Prince Frederik",0," "," "," ",150100.481252,409.344469208,150.100481252,411.457682001,123.804681404,2.3613128298638,0.0968402728858287,411.457681896887
"Wight","Eurasia",319387,183983,0,274254,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",243141," "," ",0," "," "," ",136928.714384,381.64042438,136.928714384,382.14107783,135.604380831,1.6263963723894,0.0485974459680198,382.141079085574
"Jan Mayen","Eurasia",319388,216936,0,274255,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",457591,"Jan Mayen","Jan Mayen",0," "," "," ",173924.650278,375.974357106,173.924650278,377.968854841,157.041193769,3.12401054462281,0.0932639246863829,377.968855880628
"Victoria","South America",319389,13267,0,274256,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",373572,"Victoria","Isla Victoria",0," "," "," ",228065.107458,361.488439869,228.065107458,361.509655229,214.831806143,2.41589632662703,0.0414706679649833,361.509654678668
"Cat","North America",319390,85252,0,274257,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",403723," "," ",0," "," "," ",242464.819855,359.712806837,242.464819855,358.11942131,244.563401292,2.30439579482005,0.0318623135583554,358.119421238845
"Thasos","Eurasia",319391,225057,0,274258,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",237019,"Thassos","Thassos",0," "," "," ",111403.460335,384.702432124,111.403460335,384.310656741,111.235800458,1.15113084141852,0.040939181445867,384.310656654085
"Florida","Pacific",319392,49505,0,274259,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",339837,"Big Nggela","Florida",0," "," "," ",150820.35659,217.561079078,150.82035659,216.176481775,148.149519234,1.34329594489387,0.0177785739908389,216.17648171751
"Streymoy","Eurasia",319393,185205,0,274260,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",246170,"Streymoy","Streymoy",0," "," "," ",162818.482398,381.007294411,162.818482398,382.448055704,163.785704301,2.29530747183835,0.0657812976429857,382.448055222805
"Gilford","North America",319394,123012,0,274261,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",194294," "," ",0," "," "," ",223006.402567,391.452263236,223.006402567,391.970698835,185.350985287,2.29829342366338,0.049904858708632,391.970696950085
"St Vincent","Caribbean",319395,79130,0,274262,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",389881,"St. Vincent","Saint-Vincent",0," "," "," ",99031.6953858,346.409366004,99.0316953858,344.332572796,95.5486477966,0.871018736559484,0.028718926090296,344.332572812751
"Sawu","Timor",319396,42104,0,274263,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",326030,"Raehawoe","Sawu",0," "," "," ",100494.275269,426.269845677,100.494275269,423.605553329,99.6022239767,0.90654544078944,0.0349876893965719,423.605553411125
"Jura","Eurasia",319397,182927,0,274264,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",242082,"Jura","Jura",0," "," "," ",156959.669625,369.210370575,156.959669625,370.13380409,158.502612474,1.8878900452221,0.0532273170997366,370.133805073528
"Nutaarmiut","North America",319398,154653,0,274265,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",208646," "," ",0," "," "," ",343381.287162,340.999864351,343.381287162,342.889723939,293.313963755,5.83029491980827,0.0925971756115444,342.889724399422
"Diego de Almagro","South America",319399,3657,0,274266,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",360811," "," ",0," "," "," ",565831.561326,353.41242242,565.831561326,353.938761359,489.8904805,5.62418841705497,0.0457605291023292,353.938761120475
"Champ","Eurasia",319400,392590,0,274267,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",327570,"Champa","Champ",0," "," "," ",139522.523873,319.974080958,139.522523873,322.016614507,101.033130262,3.89687369142826,0.159389786255343,322.01661259256
"Babeldaob","Philippine Sea",319401,313167,0,274268,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",349854,"Babeldaob","Babelthouap",0," "," "," ",176663.861182,369.661598546,176.663861182,367.270745303,171.486928826,1.55194873293464,0.0300879843026641,367.27074526205
"Heard","Antarctica",319402,33044,0,274269,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",15580,"Heard","Hurds",0," "," "," ",169342.714916,360.08158766,169.342714916,360.752667301,157.255736242,1.97222106974814,0.0483874735406546,360.752666935148
"Feklistova","Eurasia",319403,404189,0,274270,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",453456,"Feklistova","Feklistova",0," "," "," ",151326.976598,372.291423405,151.326976598,373.143759183,129.290571301,1.64047768604915,0.0523766466742384,373.143721605099
"Andros","Aegean Sea",319404,225060,0,274271,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",237022," "," ",0," "," "," ",166802.94265,382.181056214,166.80294265,381.544129599,166.001317011,1.68525980335864,0.0390619090929287,381.544129745365
"Mayotte","Somalia",319405,35404,0,274272,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",19399,"Mayotte","Mayotte",0," "," "," ",192164.981847,360.303683385,192.164981847,358.127841791,190.528349263,1.73914217018757,0.0298192000069957,358.127841784748
"Bruny","Australia",319406,36556,0,274273,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",20854," "," ",0," "," "," ",388887.121435,354.841440933,388.887121435,354.69841647,300.753409868,3.13245762238514,0.0393636441347152,354.698415673821
"Luigi","Eurasia",319407,392592,0,274274,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",327572,"Luidzhi","Luidzi",0," "," "," ",168999.855032,299.085953133,168.999855032,300.997946017,119.595586942,4.59281700227099,0.150979080557849,300.997944563121
"Kanaga","North America",319408,93389,0,274275,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",160026,"Kanaga","Chunu",0," "," "," ",343895.697544,363.930027703,343.895697544,364.499884951,229.155009406,2.65621853032448,0.0474708722714204,364.499883152176
"Cayo Coco","North America",319409,81391,0,274276,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",397452,"Cayo Coco","Cayo coco",0," "," "," ",204252.191676,274.594845954,204.252191676,273.29165098,204.877695199,1.93097029122434,0.0239826320592516,273.29165081823
"Langkawi","Sunda",319410,309625,0,274277,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",344809,"Langkawi","Langkawi",0," "," "," ",188574.376861,369.2977568,188.574376861,366.886050526,184.904540677,1.67169200245525,0.0299865216460403,366.88605052288
"Hawkesbury","North America",319411,102042,0,274278,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",172124," "," ",0," "," "," ",193379.76282,373.509293525,193.37976282,374.247242662,134.184786427,1.53151391040777,0.0507806797753019,374.247242661574
"Simushir","Okhotsk",319412,402996,0,274279,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",100811,"Sinsiru","Simusir",0," "," "," ",200786.32249,337.097902059,200.78632249,337.248056722,178.122961884,1.97875360750706,0.0398490942585255,337.24805382856
"Gomera","Africa",319413,65910,0,274280,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",30231,"La Gomera","La Gomera",0," "," "," ",93385.9442133,368.043990521,93.3859442133,366.669764754,92.9261360113,0.893875556523757,0.0336743557352862,366.669764742673
"Kiwai","Australia",319414,48787,0,274281,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",339118,"Kiwai","Kiwal",0," "," "," ",119378.828857,297.860855965,119.378828857,295.954492221,128.68407125,1.16700828113413,0.0243067799687408,295.954492198041
"Lanai","Pacific",319415,58513,0,274282,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",395512,"Lana'i","Lanai",0," "," "," ",84228.8101406,366.466830366,84.2288101406,364.630715936,83.6120005372,0.782245232584518,0.031641939248262,364.630693154716
"St Matthew","North America",319416,93394,0,274283,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",160031,"Saint-Matthew","Saint-Mathieu",0," "," "," ",203596.558036,318.373588835,203.596558036,319.469752217,154.715058203,2.21807922474642,0.052055667678789,319.469867610311
"Sao Nicolau","Africa",319417,60164,0,274284,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",787," "," ",0," "," "," ",144244.052328,347.825832027,144.244052328,345.875150053,144.864724249,1.33626398158027,0.0292890087125451,345.875150098943
"Hunter","North America",319418,101909,0,274285,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",171989," "," ",0," "," "," ",408715.026444,369.657623327,408.715026444,370.250259504,306.069092405,3.46538277670111,0.0483936398905088,370.250259711064
"Cress","Eurasia",319419,228361,0,274286,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",248781,"Lussin","Losinj",0," "," "," ",353674.101784,485.227301802,353.674101784,485.202382284,350.571186668,3.65496645121752,0.0552117755409682,485.202382169438
"Stolbovoy","North America",319420,399612,0,274287,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",55096,"Stolbovoi","Stolbovoj",0," "," "," ",295496.591586,311.83642781,295.496591586,313.619101356,134.435081454,2.53924956210742,0.0916284035156129,313.619100862445
"Nuku Hiva","Pacific",319421,1308,0,274288,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",358182," "," ",0," "," "," ",189780.624947,337.008036015,189.780624947,334.85848961,183.467527956,1.66297726139822,0.027524497504453,334.8584895521
"Tanahmasa","Sunda",319422,50706,0,274289,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",341170,"Tanahmasa","Makole",0," "," "," ",161484.423349,338.210792578,161.484423349,335.946729025,157.989579162,1.42447884839387,0.0272927531945953,335.946729078896
"Salm","Eurasia",319423,395295,0,274290,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",334803,"Sal'm","Sal'm",0," "," "," ",107591.434444,249.432050898,107.591434444,251.011241766,78.3441475889,2.72127786244696,0.116017831920952,251.011240638294
"Annette","North America",319424,105619,0,274291,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",175771,"Annette","Anette",0," "," "," ",243699.935916,354.499183678,243.699935916,355.320831346,190.106784187,2.3054666162826,0.0500321950027774,355.32083113026
"South Rennell","South America",319425,5594,0,274292,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",365793," "," ",0," "," "," ",750261.654355,646.08746649,750.261654355,647.12491268,661.267009749,7.77973605975062,0.0846039730417459,647.124912701766
"Helena","North America",319426,142682,0,274293,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",422266,"Helen","Helena",0," "," "," ",213154.731909,326.419710442,213.154731909,328.384008031,122.292532696,3.3021092609677,0.114184909490617,328.384008004192
"North Uist","Eurasia",319427,185234,0,274294,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",248404," "," ",0," "," "," ",256144.909686,330.58850387,256.144909686,331.532223138,253.864245257,3.32744314075392,0.0497872177407353,331.532222888646
"Numfoor","Birds Head",319428,51975,0,274295,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",342445,"Numfoor","Pulau Numfoor",0," "," "," ",116503.981676,330.568793458,116.503981676,328.357281013,115.03557773,1.03694841461565,0.0266802830064604,328.357281100364
"Pohnpei","Pacific",319429,310394,0,274296,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",346315,"Pohnpei","Ascension",0," "," "," ",172255.803495,351.966435233,172.255803495,349.677430339,169.139555944,1.52989185212661,0.0286086929319029,349.677430467832
"Siquijor","Sunda",319430,312254,0,274297,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",348938,"Siquijor","Siquijor Island",0," "," "," ",98449.2320688,322.201103403,98.4492320688,320.153381719,96.8111087715,0.878386564142248,0.0263384067534641,320.153381664283
"Stor","North America",319431,190134,0,274298,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",422267,"Hat","Stor",0," "," "," ",158834.239707,314.772253855,158.834239707,316.737900063,90.7003723263,2.86614938811936,0.132996421374504,316.737899984089
"Ticao","Sunda",319432,315492,0,274299,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",353798,"Ticao","Bujo Island",0," "," "," ",152982.428656,327.294585923,152.982428656,325.308619485,141.425342738,1.28778974639836,0.0270564318388256,325.308619563222
"Croker","Australia",319433,43237,0,274300,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",332605,"Croker","Croker",0," "," "," ",164157.936747,328.025156196,164.157936747,325.99281211,157.849081566,1.43399918201694,0.0269811513510147,325.99281211282
"South Spicer","North America",319434,212337,0,274301,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",448154,"South Spicer","Sud-Spicer",0," "," "," ",94764.0291913,240.379796235,94.7640291913,241.55372239,76.8018385006,1.17977223054047,0.0524169238847719,241.553722610977
"Northumberland","North America",319435,214521,0,274302,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",450512,"Northumberland","Northumberland",0," "," "," ",190382.969594,263.547242836,190.382969594,265.15271664,138.238440971,3.81852449394942,0.0973223777951419,265.152716754913
"Komodo","Sunda",319436,45949,0,274303,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",336254," "," ",0," "," "," ",209711.642,324.278578115,209.711642,322.20369959,205.250516409,1.86013214576172,0.0264643565753564,322.203699451463
"Mojo","Sunda",319437,45948,0,274304,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",336252,"Moyo","Pulau Moyo",0," "," "," ",92962.6752783,333.685923157,92.9626752783,331.543347555,89.98951895,0.815242536087242,0.0272085999972132,331.543347518152
"Karl Alexander","Eurasia",319438,394393,0,274305,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",329749,"Karl Alexander","Karla-Aleksandra",0," "," "," ",158988.072641,330.531407966,158.988072641,332.660181401,100.41869985,4.30897290535696,0.179659325588649,332.660178685787
"Santa Maria","New Hebrides",319439,50175,0,274306,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",340509,"Gaua (Santa Maria)","Santa-Maria",0," "," "," ",84588.2199483,309.285723085,84.5882199483,307.465870563,80.7606666499,0.739661056513905,0.0257549155143684,307.465870677865
"Vanua Lava","New Hebrides",319440,50176,0,274307,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",340510,"Vanua Lava","Vanua Lava",0," "," "," ",107684.530197,333.504476057,107.684530197,331.52539756,103.464263721,0.945432588105917,0.0277161564188477,331.525397537171
"Cedros","Pacific",319441,56208,0,274308,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",26214," "," ",0," "," "," ",143026.764185,350.419740276,143.026764185,349.115539334,130.681973999,1.24137835357809,0.0320804347974698,349.115539060839
"Farrel","South America",319442,5644,0,274309,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",365843,"Farrel","Farrel",0," "," "," ",483175.358071,210.709661809,483.175358071,210.992752559,426.429873001,5.10205960935115,0.0269103631730033,210.992752087272
"Als","Eurasia",319443,319737,0,274310,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",240960,"Als","KegnÃ¦s",0," "," "," ",164787.549094,313.023464453,164.787549094,313.738045909,159.773002484,2.06637735664264,0.0440043958810133,313.738045174018
"Grenada","Caribbean",319444,78866,0,274311,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",389508,"Grenada","Grenade",0," "," "," ",138479.911347,315.671556508,138.479911347,313.743307087,134.787217842,1.22713392636122,0.0260539532345514,313.743307120116
"Dumaran","Sunda",319445,312424,0,274312,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",349108,"Dumaran","Dumaran Island",0," "," "," ",168735.090806,330.144183025,168.735090806,328.081053064,165.318136017,1.50261238929177,0.0270989482057504,328.081053059336
"Kiribati","Pacific",319446,405133,0,274313,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",352276,"Kiritimati (Christmas)","Kiritimati",0," "," "," ",298642.319664,475.781567145,298.642319664,472.603110871,298.706037039,2.69229728879773,0.0384142309995776,472.603111064484
"Cuptana","South America",319447,17898,0,274314,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",378348,"Guabtana","Calcai",0," "," "," ",216015.776941,341.247323661,216.015776941,341.214542919,205.171743425,2.20513459069918,0.0387006556298628,341.21454017474
"Balabac","Sunda",319448,312253,0,274315,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",348937,"Balabac","Balabac Island",0," "," "," ",136735.589879,317.473835186,136.735589879,315.429263137,133.397027072,1.20784572152018,0.0258676100920446,315.429263135484
"Calvert","North America",319449,102195,0,274316,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",172313," "," ",0," "," "," ",178482.596914,327.89831311,178.482596914,328.394665809,140.893526954,1.6017402895705,0.0425562405312116,328.394665858437
"Hiva Oa","Pacific",319450,1311,0,274317,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",358185,"Hiva Oa","Hiva Oa",0," "," "," ",172076.823505,306.022271244,172.076823505,304.090980678,168.749373913,1.53178653740985,0.0250588674644689,304.090980689141
"Texada","North America",319451,123095,0,274318,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",194792," "," ",0," "," "," ",130864.778333,304.27083395,130.864778333,304.598114333,132.221806712,1.52097579660339,0.03792550453676,304.598113900384
"Tennent","North America",319452,134652,0,274319,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",410726,"Tennent","Tennent",0," "," "," ",162607.409394,316.486827614,162.607409394,318.09330068,129.872893655,2.1145134572498,0.0728984852972267,318.093300787877
"Kundur","Sunda",319453,404471,0,274320,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",342446,"Kundur","Pulau Kundur",0," "," "," ",94044.0893136,313.609216055,94.0440893136,311.510528743,91.1341184282,0.821933992443804,0.0253095532052933,311.510528725425
"Magdalena","Pacific",319454,58176,0,274321,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",393509," "," ",0," "," "," ",296585.21066,291.421750209,296.58521066,290.158309627,278.113904454,2.6026557331437,0.0259236902852822,290.15830918773
"Pini","Sunda",319455,404456,0,274322,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",341171,"Pinie (Pini)","Pulau Pini",0," "," "," ",103730.292132,323.159002794,103.730292132,320.995675214,105.561676361,0.950609923189452,0.0260780387407798,320.995675217162
"Hagermeister","North America",319456,94923,0,274323,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",163999,"Hagemeister","Hagemeister",0," "," "," ",198486.926609,298.084186409,198.486926609,299.002161698,115.058412415,1.46126241736236,0.0462548800847113,299.002162613008
"South Uist","Eurasia",319457,185228,0,274324,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",248398," "," ",0," "," "," ",197257.422447,320.265097369,197.257422447,321.155434216,198.367566864,2.50674219681093,0.0477744488721111,321.15543507256
"Karpathos","Aegean Sea",319458,227229,0,274325,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",243457,"Karpathos","Karpathos",0," "," "," ",172166.952498,303.124015015,172.166952498,302.465165751,171.057153615,1.69637315535885,0.0300819556355217,302.465165828339
"Nagai","North America",319459,94925,0,274326,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",164002,"Shumagin","Nagai",0," "," "," ",426347.979265,293.467946178,426.347979265,294.146172089,297.213503591,3.65197878209412,0.0413872802841133,294.146172059528
"Sitkadalik","North America",319460,94920,0,274327,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",163992,"Sitkalidak","Sitkalidak",0," "," "," ",320643.801723,304.184670523,320.643801723,305.021699244,194.436822621,2.50514386310872,0.0452138161756556,305.021699063546
"Eggers","North America",319461,174945,0,274328,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",229624," "," ",0," "," "," ",192393.999411,310.962451898,192.393999411,311.997895774,177.253227052,2.38313405258134,0.049996973804664,311.997894336807
"Tobago","Caribbean",319462,79129,0,274329,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",389880,"Tobago","Tobago",0," "," "," ",138619.483433,302.139797764,138.619483433,300.269921425,137.288362869,1.25015252476515,0.0248587168923267,300.269921426117
"Amchitka","North America",319463,403039,0,274330,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",100856," "," ",0," "," "," ",307773.193591,331.616709507,307.773193591,332.114703254,213.3876855,2.60072395132906,0.0429893539010867,332.114703182871
"Piazzi","South America",319464,5649,0,274331,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",365848,"Piazzi","Piazzi",0," "," "," ",470838.096696,398.960024216,470.838096696,399.580136612,413.93826471,4.97556444070441,0.0519821596319068,399.580137002772
"Hvar","Eurasia",319465,228768,0,274332,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",249207," "," ",0," "," "," ",249885.729514,301.341971738,249.885729514,301.208468546,247.222056708,2.72412356899957,0.0333349897832859,301.208468118189
"Juan Stuven","South America",319466,13230,0,274333,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",373535," "," ",0," "," "," ",671065.756505,575.464552086,671.065756505,575.858859761,601.013125095,6.84047300570802,0.0693667029214091,575.858860000419
"Russky","Amur",319467,259969,0,274334,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",80910," "," ",0," "," "," ",144010.838599,100.136460939,144.010838599,100.088578508,121.75035733,1.29709764188275,0.0110501237778739,100.088578833867
"Al Jirab","Arabia",319468,219818,0,274335,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",34970," "," ",0," "," "," ",167574.901605,321.522086021,167.574901605,320.088553575,167.23089365,1.58694642481402,0.0284421961089156,320.088553893125
"Maewo","New Hebrides",319469,50178,0,274336,"USGS: Sayre et al. 2018","USGS poly had WCMC poly intersect/overlap",340512,"Maiwo","Maewo",0," "," "," ",156032.376603,302.003943441,156.032376603,300.256739035,147.103535918,1.34205049709342,0.0252483742174104,300.2567390126
