accepted_species,axis,trait_name,normalized_value,raw_value,exact_supporting_excerpt,original_source_url,archive_url,archive_timestamp,archive_cdx_digest,retrieved_at,page_response_sha256,page_content_fingerprint,normalized_excerpt_fingerprint,source_lineage,source_citation,source_group,source_type,source_tier,identity_match,cultivar_status,wild_or_cultivated,extraction_rule,review_status
Colpothrinax wrightii,floral_structural_complexity,flower_size_class,small,"1 corolla 5.3-6.2 mm long, yellow, the lobes valvate, with parallel sides and mucronulate apices, fleshy, adaxially furrowed with involute or thickened margins, forming a hood apically, deciduous, with a clear line of abscission;","1 corolla 5.3-6.2 mm long, yellow, the lobes valvate, with parallel sides and mucronulate apices, fleshy, adaxially furrowed with involute or thickened margins, forming a hood apically, deciduous, with a clear line of abscission;",http://www.palmpedia.net:80/wiki/Colpothrinax_wrightii,https://web.archive.org/web/20200129185720id_/http://www.palmpedia.net:80/wiki/Colpothrinax_wrightii,20200129185720,Q646YD55LVESDUD75TZPM3FJYUP5YPT3,2026-08-12T15:29:55.967227+00:00,e56c0eca2ab19efbcae9d4041a8a606896d6dd62f2ebe83a9e06c2cd7c5295b5,f77cd14df0daf7d167476dab6144e67ed5f5ae7c3e1619fa40e809354c0a2484,33f7511af61fe7fdb4c784c102832f73cd79eedf4ee5c7a788088adaf090839a,original_citation:r_j_evans_2001,R.J. Evans. 2001,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Linospadix albertisianus,floral_structural_complexity,flower_size_class,very_small,"Staminate flowers elongate, curved, subcylindrical[y obtuse, 3.5-4 mm long in bud;","Staminate flowers elongate, curved, subcylindrical[y obtuse, 3.5-4 mm long in bud;",https://palmpedia.net/wiki/Linospadix_albertisianus,https://web.archive.org/web/20220702063210id_/https://palmpedia.net/wiki/Linospadix_albertisianus,20220702063210,IZXIVYT3QVMHNODGGXXBDXDTGYG24CTO,2026-08-12T15:29:57.879388+00:00,538884695e1eff3bdb865d104e03f776a4cf65a96b4d79520b3251490afdfebb,60e420b0107948050a166c0f63dbd88a3c72cb4649d5ed5e13d31de0653b3a0d,ceb71a8f538caf24717021aa8c001add673a11277738dd0d1494fdd3061a062c,original_citation:dr_john_leslie_dowe_palms_cycads_no_58_jan_mar_1998,"Dr. John Leslie Dowe Palms & Cycads No. 58, Jan-Mar 1998",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Linospadix albertisianus,floral_structural_complexity,flower_size_class,very_small,"pistillate flower ovate, to 3 mm long, petals 2 times the length of the sepals.","pistillate flower ovate, to 3 mm long, petals 2 times the length of the sepals.",https://palmpedia.net/wiki/Linospadix_albertisianus,https://web.archive.org/web/20220702063210id_/https://palmpedia.net/wiki/Linospadix_albertisianus,20220702063210,IZXIVYT3QVMHNODGGXXBDXDTGYG24CTO,2026-08-12T15:29:57.879388+00:00,538884695e1eff3bdb865d104e03f776a4cf65a96b4d79520b3251490afdfebb,60e420b0107948050a166c0f63dbd88a3c72cb4649d5ed5e13d31de0653b3a0d,2392cbebe3a2a386dc7ed13e1be68009681ac969670811f4ad2ab0b0ed79a4b1,original_citation:dr_john_leslie_dowe_palms_cycads_no_58_jan_mar_1998,"Dr. John Leslie Dowe Palms & Cycads No. 58, Jan-Mar 1998",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Calyptronoma plumeriana,floral_structural_complexity,flower_size_class,small,Staminate flowers 5.1-8.5 mm long;,Staminate flowers 5.1-8.5 mm long;,http://www.palmpedia.net:80/wiki/Calyptronoma_plumeriana,https://web.archive.org/web/20200131210755id_/http://www.palmpedia.net:80/wiki/Calyptronoma_plumeriana,20200131210755,CDUHTLBMRHOVO25VYW6XPXNQ2DJG5GTK,2026-08-12T15:30:00.878909+00:00,e8228360ab7a7461b7c39e0d7f408e2ed94497203480174f161e804b90955138,883412c1bcb3c44bb22dfdf720cfea4a2743d4a2f16be5ad618a7eeadff0d196,dafaa69d2d80167fbeaf90659eb3223204eeeb6efbe340ae06ea861bdf821940,original_citation:s_zona_1995,S. Zona. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Calyptronoma plumeriana,floral_structural_complexity,flower_size_class,small,Pistillate flowers 3.4-6.7 mm.,Pistillate flowers 3.4-6.7 mm.,http://www.palmpedia.net:80/wiki/Calyptronoma_plumeriana,https://web.archive.org/web/20200131210755id_/http://www.palmpedia.net:80/wiki/Calyptronoma_plumeriana,20200131210755,CDUHTLBMRHOVO25VYW6XPXNQ2DJG5GTK,2026-08-12T15:30:00.878909+00:00,e8228360ab7a7461b7c39e0d7f408e2ed94497203480174f161e804b90955138,883412c1bcb3c44bb22dfdf720cfea4a2743d4a2f16be5ad618a7eeadff0d196,8e87ab911f072cb61c1f35206ad770179e0bbc376eda4b83f63314be0a90b2fb,original_citation:s_zona_1995,S. Zona. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Myrialepis paradoxa,floral_structural_complexity,flower_size_class,very_small,Staminate flower to 4 x 1.5 mm;,Staminate flower to 4 x 1.5 mm;,http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,20200119155124,RRKSHPWSWGDSUPOTSXRD3234FYK6EFKC,2026-08-12T15:30:05.818079+00:00,0ac8dd1cbb27f6a3ccd9baff08bed980236853a59e6852fb21150b0f159751de,0e4bdd52bdd2e13c56cd217bd7610ed63fc849ae0a919e9add829699e7629226,d2c9bfd831ba858c3f70c19edfa8357ac5c3717ee991ba6f642fc19329a9b62b,original_citation:j_dransfield_1982,J. Dransfield. 1982,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Myrialepis paradoxa,floral_structural_complexity,floral_form,tubular,corolla tubular in basal about 1 mm with 3 triangular tipped petals to 3 x 1.5 mm;,corolla tubular in basal about 1 mm with 3 triangular tipped petals to 3 x 1.5 mm;,http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,20200119155124,RRKSHPWSWGDSUPOTSXRD3234FYK6EFKC,2026-08-12T15:30:05.818079+00:00,0ac8dd1cbb27f6a3ccd9baff08bed980236853a59e6852fb21150b0f159751de,0e4bdd52bdd2e13c56cd217bd7610ed63fc849ae0a919e9add829699e7629226,ef7ac24c7352cb82298f0c85520025d4c37c9c6e72f494c0b9a934e9e196256e,original_citation:j_dransfield_1982,J. Dransfield. 1982,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_floral_form_v1,pending_manual_review
Myrialepis paradoxa,floral_structural_complexity,flower_size_class,very_small,Pistillate flower to 4.5 x 3 mm;,Pistillate flower to 4.5 x 3 mm;,http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,20200119155124,RRKSHPWSWGDSUPOTSXRD3234FYK6EFKC,2026-08-12T15:30:05.818079+00:00,0ac8dd1cbb27f6a3ccd9baff08bed980236853a59e6852fb21150b0f159751de,0e4bdd52bdd2e13c56cd217bd7610ed63fc849ae0a919e9add829699e7629226,be31572e2877dbc025a055fa6e1b11a379630fa740a851ba5885f1ec3737ab59,original_citation:j_dransfield_1982,J. Dransfield. 1982,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Myrialepis paradoxa,floral_structural_complexity,floral_form,tubular,corolla tubular in basal 1 mm with 3 triangular petals to 3.5 x 3 mm;,corolla tubular in basal 1 mm with 3 triangular petals to 3.5 x 3 mm;,http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,20200119155124,RRKSHPWSWGDSUPOTSXRD3234FYK6EFKC,2026-08-12T15:30:05.818079+00:00,0ac8dd1cbb27f6a3ccd9baff08bed980236853a59e6852fb21150b0f159751de,0e4bdd52bdd2e13c56cd217bd7610ed63fc849ae0a919e9add829699e7629226,f19a02d57e69a522bdab9c8ee81a3bdc4038d3bb0ccfbe4bee45c571c2526f90,original_citation:j_dransfield_1982,J. Dransfield. 1982,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_floral_form_v1,pending_manual_review
Pritchardia glabrata,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"inflorescences composed of 1-3 panicles, shorter than or equaling petioles in flower and fruit, panicles branched to 2 or 3 orders, rachillae glabrous;","inflorescences composed of 1-3 panicles, shorter than or equaling petioles in flower and fruit, panicles branched to 2 or 3 orders, rachillae glabrous;",http://www.palmpedia.net:80/wiki/Pritchardia_glabrata,https://web.archive.org/web/20200124091159id_/http://www.palmpedia.net:80/wiki/Pritchardia_glabrata,20200124091159,Y5VWYTY2ZYXBXFFGSJIPZPED3W5AKLWJ,2026-08-12T15:30:06.726879+00:00,41c242801eee6c47dbd0f2dab5aefc1798af0e0b13bb7c13d0a54e14a2726490,f40c98128895a72785879ca86de49feb235d9640be4539f4b65f359f4b47f101,18977b9038cf142c6ea57d243700bf1c7c8905c0ded7fea4f6ed3682bfbc84dd,provider_treatment:palmpedia:Pritchardia_glabrata,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Pritchardia glabrata,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"All three share the undulate leaf blades incompletely covered abaxially with lepidia and with drooping segment tips, inflorescences shorter than or equaling the petioles with panicles branched to three orders, glabrous rachillae, and small fruits.","All three share the undulate leaf blades incompletely covered abaxially with lepidia and with drooping segment tips, inflorescences shorter than or equaling the petioles with panicles branched to three orders, glabrous rachillae, and small fruits.",http://www.palmpedia.net:80/wiki/Pritchardia_glabrata,https://web.archive.org/web/20200124091159id_/http://www.palmpedia.net:80/wiki/Pritchardia_glabrata,20200124091159,Y5VWYTY2ZYXBXFFGSJIPZPED3W5AKLWJ,2026-08-12T15:30:06.726879+00:00,41c242801eee6c47dbd0f2dab5aefc1798af0e0b13bb7c13d0a54e14a2726490,f40c98128895a72785879ca86de49feb235d9640be4539f4b65f359f4b47f101,2f6fa1975bcdc9e0529cc1cd23affc6bf786fde437edbfaf3e0ce0aa28564389,provider_treatment:palmpedia:Pritchardia_glabrata,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Pritchardia hillebrandii,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"inflorescences composed of 1-5 panicles, shorter than or equaling petioles in flower and fruit, panicles branched to 3 orders, rachillae glabrous;","inflorescences composed of 1-5 panicles, shorter than or equaling petioles in flower and fruit, panicles branched to 3 orders, rachillae glabrous;",http://www.palmpedia.net:80/wiki/Pritchardia_hillebrandii,https://web.archive.org/web/20200119124204id_/http://www.palmpedia.net:80/wiki/Pritchardia_hillebrandii,20200119124204,BSOMWIY2P7R3IXCTS74UUESUY34YGWVN,2026-08-12T15:30:11.566847+00:00,490ea196b8b10aa0ca1302d4e07d0c831afeaa249b791be5597e281f7eba8401,21a38307fa9075281c8c2dd152775fd3dbd8f2708885da02869586f963b8c6ec,bce9bdf830cc2ddd110eedcff78b8b886622e7434c190c6410a8752cf733463a,provider_treatment:palmpedia:Pritchardia_hillebrandii,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Veitchia vitiensis,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Inflorescence: Infrafoliar, much branched, glabrous, panicle;","Inflorescence: Infrafoliar, much branched, glabrous, panicle;",http://www.palmpedia.net:80/wiki/Veitchia_vitiensis,https://web.archive.org/web/20200124143403id_/http://www.palmpedia.net:80/wiki/Veitchia_vitiensis,20200124143403,BNWGDAMS466JZTZTZ47FQWXUL5MWMWX6,2026-08-12T15:30:13.221856+00:00,727189d0533fa2d8cc8362a2a310caf16b927a7a5aca1eb4202025ed33769a24,83d755f7a5df291f40d9f42df44627c188cf90ef8cda7ded7d34eaaf3bd00384,9c205b3eaadb157d2b62b37007895668e8f45247adc7cc022cb32ace3f21d622,provider_treatment:palmpedia:Veitchia_vitiensis,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Astrocaryum vulgare,floral_structural_complexity,floral_form,urn_urceolate,"pistillate flower with calyx urn-shaped, corolla as long as the calyx;","pistillate flower with calyx urn-shaped, corolla as long as the calyx;",http://www.palmpedia.net:80/wiki/Astrocaryum_vulgare,https://web.archive.org/web/20200124091144id_/http://www.palmpedia.net:80/wiki/Astrocaryum_vulgare,20200124091144,PAEECFOHUVCM5L5A2JGXCW7YAESLAAVU,2026-08-12T15:30:14.004602+00:00,33e2eae6efca1ec207c99c7081560d1094edb5689d08e3f21e6235607c1fdd91,19ee0db612473997d212e2bcfb325250e79e7475001540fd1a4c1bdaa212c7ad,a5decb540cdf54eeec8673e4b3dc249fda1382583b276ae54fd614e27362c2d9,provider_treatment:palmpedia:Astrocaryum_vulgare,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_floral_form_v1,pending_manual_review
Coccothrinax fragrans,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.","Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.",http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,https://web.archive.org/web/20200124123627id_/http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,20200124123627,6C67LR2VASK7HV2OB32VSPEP5ZHVVPN3,2026-08-12T15:30:18.164375+00:00,5104c6eaa44a1e67d021f73890b10a2682c5ebba087b03069f4bfa16e0989f66,0bdb1ce09ceb9f02a4811fcacd6dfd000c9aaeb3fc9263c34517a1e4a666c5f1,cd5380005e47454030af8964dfa03f2d882cafb3e3a8c92ff07ac0140770ea24,provider_treatment:palmpedia:Coccothrinax_fragrans,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Coccothrinax fragrans,flower_colour,flower_primary_color,yellow_orange,"Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.","Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.",http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,https://web.archive.org/web/20200124123627id_/http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,20200124123627,6C67LR2VASK7HV2OB32VSPEP5ZHVVPN3,2026-08-12T15:30:18.164375+00:00,5104c6eaa44a1e67d021f73890b10a2682c5ebba087b03069f4bfa16e0989f66,0bdb1ce09ceb9f02a4811fcacd6dfd000c9aaeb3fc9263c34517a1e4a666c5f1,cd5380005e47454030af8964dfa03f2d882cafb3e3a8c92ff07ac0140770ea24,provider_treatment:palmpedia:Coccothrinax_fragrans,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Coccothrinax fragrans,floral_structural_complexity,flower_size_class,small,"Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.","Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.",http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,https://web.archive.org/web/20200124123627id_/http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,20200124123627,6C67LR2VASK7HV2OB32VSPEP5ZHVVPN3,2026-08-12T15:30:18.164375+00:00,5104c6eaa44a1e67d021f73890b10a2682c5ebba087b03069f4bfa16e0989f66,0bdb1ce09ceb9f02a4811fcacd6dfd000c9aaeb3fc9263c34517a1e4a666c5f1,cd5380005e47454030af8964dfa03f2d882cafb3e3a8c92ff07ac0140770ea24,provider_treatment:palmpedia:Coccothrinax_fragrans,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Aiphanes horrida,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Flowers monoecious , grouped in panicles axillary and interlayer compounds (length: 0.7 to 1.5 m).","Flowers monoecious , grouped in panicles axillary and interlayer compounds (length: 0.7 to 1.5 m).",http://www.palmpedia.net:80/wiki/Aiphanes_horrida,https://web.archive.org/web/20200130232007id_/http://www.palmpedia.net:80/wiki/Aiphanes_horrida,20200130232007,MY4NCH24I5QEIQD3RPYD4C5UONXVCGR2,2026-08-12T15:30:19.940289+00:00,f39caf0f83be90cb5b92003110d19a1ff3f8a743cc92dd64313303896ea50d82,e0086282d5e187465bfb91caa147d41dbdb1c404ead065d56c62ce4249a18de2,1c66a98583d6107214532853f8778eee380b50420f5b7043c686b2b4063ed9f9,provider_treatment:palmpedia:Aiphanes_horrida,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Oenocarpus bataua,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Flowers collected from another tree, as the two panicles on this tree are unripe.","Flowers collected from another tree, as the two panicles on this tree are unripe.",http://www.palmpedia.net:80/wiki/Oenocarpus_bataua,https://web.archive.org/web/20200124143047id_/http://www.palmpedia.net:80/wiki/Oenocarpus_bataua,20200124143047,THHB3OBNRH2QKRCHDYXKPV7LKNL5NHMB,2026-08-12T15:30:21.479767+00:00,95a84bf7f2ef5a63b65d204427860245f56881c61037edc4b2821486ea7a7f5f,8fb7ce6a21dc3abefd3d64729465603e0f3c3132091603cec81f230a4ee647d0,5bb2459b9c8cbe1186c2e33eb27c803137fa5068adb90aefaa101a7e1bc67db4,original_citation:borchsenius_1998_palmweb,"Borchsenius, 1998/Palmweb.",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Oenocarpus bataua,flower_colour,flower_primary_color,yellow_orange,The flowers are yellow with sepals 2 mm and petals 7 mm long.,The flowers are yellow with sepals 2 mm and petals 7 mm long.,http://www.palmpedia.net:80/wiki/Oenocarpus_bataua,https://web.archive.org/web/20200124143047id_/http://www.palmpedia.net:80/wiki/Oenocarpus_bataua,20200124143047,THHB3OBNRH2QKRCHDYXKPV7LKNL5NHMB,2026-08-12T15:30:21.479767+00:00,95a84bf7f2ef5a63b65d204427860245f56881c61037edc4b2821486ea7a7f5f,8fb7ce6a21dc3abefd3d64729465603e0f3c3132091603cec81f230a4ee647d0,e931d2cd1a6ad65d450d7c225c9ed237990706c43e1a3f714337500ae70d3198,original_citation:borchsenius_1998_palmweb,"Borchsenius, 1998/Palmweb.",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Rhopaloblaste elegans,floral_structural_complexity,flower_size_class,small,"Staminate flower slightly assymmetric, 6 - 7 mm long, 4 - 4.5 mm in diam.","Staminate flower slightly assymmetric, 6 - 7 mm long, 4 - 4.5 mm in diam.",http://palmpedia.net/wiki/Rhopaloblaste_elegans,https://web.archive.org/web/20210301164940id_/http://palmpedia.net/wiki/Rhopaloblaste_elegans,20210301164940,2VM4CWWKBBZYI7ZUCVWWWTT54TR2VW2T,2026-08-12T15:30:24.025541+00:00,921df309b2d907b39008d37a34e227a90d2dace7c8959c62f245453125f498ba,d6665ecfbd045f899dc533545b14abdf8aa52fb493ecb850266de92ba9042612,0a1d5edb8be9e5be3c1a4a1d7ab1ee8ca4035f8a5eea2154bc93e67112ccf8b3,original_citation:r_banka_and_w_j_baker_2004,R. Banka and W.J. Baker. 2004,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Rhopaloblaste elegans,floral_structural_complexity,flower_size_class,small,"Pistillate flower 5 - 5.8 mm long, 4 - 4.3 mm in diam.","Pistillate flower 5 - 5.8 mm long, 4 - 4.3 mm in diam.",http://palmpedia.net/wiki/Rhopaloblaste_elegans,https://web.archive.org/web/20210301164940id_/http://palmpedia.net/wiki/Rhopaloblaste_elegans,20210301164940,2VM4CWWKBBZYI7ZUCVWWWTT54TR2VW2T,2026-08-12T15:30:24.025541+00:00,921df309b2d907b39008d37a34e227a90d2dace7c8959c62f245453125f498ba,d6665ecfbd045f899dc533545b14abdf8aa52fb493ecb850266de92ba9042612,0858a93761303644da9fc5bec7d56cf9c72f74c11047aa5d29f1be5248fcc731,original_citation:r_banka_and_w_j_baker_2004,R. Banka and W.J. Baker. 2004,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Areca tunku,floral_structural_complexity,flower_size_class,small,"Staminate flowers terete, about 4-10 x 1.5-2 mm;","Staminate flowers terete, about 4-10 x 1.5-2 mm;",http://www.palmpedia.net:80/wiki/Areca_tunku,https://web.archive.org/web/20200217205540id_/http://www.palmpedia.net:80/wiki/Areca_tunku,20200217205540,EBSZXGTOJATOC5KVREQH6ETHW4QEPN6P,2026-08-12T15:30:33.247490+00:00,7fbcdc62526361a02dc62a948d09f009052785691fa6173cf539fb9819d7ce76,98bbce295ac3809dd55b4cdfaa12dc6e6b02ef9e096fb70d96535c6c9aa3b861,23e493da9fd1d8301320f73cc4feb8c9f8fdc2a7d824bd3f5c60c9bca5cb0016,original_citation:j_dransfield_c_k_lim_a_new_species_of_areca_from_peninsular_malaysia_and_sumatra_1992,"J. Dransfield & C. K. Lim, A new species of Areca from Peninsular Malaysia and Sumatra. 1992",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Areca tunku,flower_colour,flower_primary_color,white,"Pistillate flowers at anthesis cream-colored, borne on enlarged rachillae;","Pistillate flowers at anthesis cream-colored, borne on enlarged rachillae;",http://www.palmpedia.net:80/wiki/Areca_tunku,https://web.archive.org/web/20200217205540id_/http://www.palmpedia.net:80/wiki/Areca_tunku,20200217205540,EBSZXGTOJATOC5KVREQH6ETHW4QEPN6P,2026-08-12T15:30:33.247490+00:00,7fbcdc62526361a02dc62a948d09f009052785691fa6173cf539fb9819d7ce76,98bbce295ac3809dd55b4cdfaa12dc6e6b02ef9e096fb70d96535c6c9aa3b861,fa16830ea3a2705b1fe8eb4d3118670a1e2f06ba219d38da8c567419703be317,original_citation:j_dransfield_c_k_lim_a_new_species_of_areca_from_peninsular_malaysia_and_sumatra_1992,"J. Dransfield & C. K. Lim, A new species of Areca from Peninsular Malaysia and Sumatra. 1992",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Salacca wallichiana,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Male inflorescences about 1 m long, branching into many reddish spadices;","Male inflorescences about 1 m long, branching into many reddish spadices;",http://www.palmpedia.net:80/wiki/Salacca_wallichiana,https://web.archive.org/web/20200119124034id_/http://www.palmpedia.net:80/wiki/Salacca_wallichiana,20200119124034,SHEY22UETC2TUWATXWXA65BW5JYNRUPN,2026-08-12T15:30:34.576166+00:00,bd01ea91ed8458f2bbef8b65f874cecee72c057e99436c362ca0250061808ffb,a2a5c71b56b9d6257f980905e659d0a7f98ef892cbc38d66b3e4687b24e09e63,6119f91690ac9401a4e0288461d647d9323efb4ebebfb67b1a8ce462b3133bf6,provider_treatment:palmpedia:Salacca_wallichiana,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
