candidate_id,accepted_species,trait_name,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason
palmpedia-f0f4b07cde63c2ff311c115b,Linospadix albertisianus,flower_size_class,very_small,https://web.archive.org/web/20220702063210id_/https://palmpedia.net/wiki/Linospadix_albertisianus,"Staminate flowers elongate, curved, subcylindrical[y obtuse, 3.5-4 mm long in bud;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-90685e5e39137687ac3da9d1,Linospadix albertisianus,flower_size_class,very_small,https://web.archive.org/web/20220702063210id_/https://palmpedia.net/wiki/Linospadix_albertisianus,"pistillate flower ovate, to 3 mm long, petals 2 times the length of the sepals.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-4790296303619d9b8bd4ce6c,Calyptronoma plumeriana,flower_size_class,small,https://web.archive.org/web/20200131210755id_/http://www.palmpedia.net:80/wiki/Calyptronoma_plumeriana,Staminate flowers 5.1-8.5 mm long;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-e6be323e24e0f372f08a5893,Calyptronoma plumeriana,flower_size_class,small,https://web.archive.org/web/20200131210755id_/http://www.palmpedia.net:80/wiki/Calyptronoma_plumeriana,Pistillate flowers 3.4-6.7 mm.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-556b77d26d3c523f372fba70,Myrialepis paradoxa,flower_size_class,very_small,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,Staminate flower to 4 x 1.5 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-958e1984061e1b59e1fe820d,Myrialepis paradoxa,floral_form,tubular,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,corolla tubular in basal about 1 mm with 3 triangular tipped petals to 3 x 1.5 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-df93a98c6cd9fd48619a9365,Myrialepis paradoxa,flower_size_class,very_small,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,Pistillate flower to 4.5 x 3 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-9b39a0344fa59b2b0e69f3c7,Myrialepis paradoxa,floral_form,tubular,https://web.archive.org/web/20200119155124id_/http://www.palmpedia.net:80/wiki/Myrialepis_paradoxa,corolla tubular in basal 1 mm with 3 triangular petals to 3.5 x 3 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ac604ebfca99f5bae6e18350,Pritchardia glabrata,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124091159id_/http://www.palmpedia.net:80/wiki/Pritchardia_glabrata,"inflorescences composed of 1-3 panicles, shorter than or equaling petioles in flower and fruit, panicles branched to 2 or 3 orders, rachillae glabrous;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-1f82f999b158db23abc9f948,Pritchardia glabrata,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124091159id_/http://www.palmpedia.net:80/wiki/Pritchardia_glabrata,"All three share the undulate leaf blades incompletely covered abaxially with lepidia and with drooping segment tips, inflorescences shorter than or equaling the petioles with panicles branched to three orders, glabrous rachillae, and small fruits.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-1d57077b42fbe09d9bb9ff64,Pritchardia hillebrandii,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200119124204id_/http://www.palmpedia.net:80/wiki/Pritchardia_hillebrandii,"inflorescences composed of 1-5 panicles, shorter than or equaling petioles in flower and fruit, panicles branched to 3 orders, rachillae glabrous;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-48a19d1d87e183ceaf89a3e2,Veitchia vitiensis,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124143403id_/http://www.palmpedia.net:80/wiki/Veitchia_vitiensis,"Inflorescence: Infrafoliar, much branched, glabrous, panicle;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-cbe0e670bb3aacf6b511b7a3,Astrocaryum vulgare,floral_form,urn_urceolate,https://web.archive.org/web/20200124091144id_/http://www.palmpedia.net:80/wiki/Astrocaryum_vulgare,"pistillate flower with calyx urn-shaped, corolla as long as the calyx;",false,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,"urn-shaped statement describes the calyx, not the corolla or whole flower"
palmpedia-5bf7b2d9efbb7b0f7d8a96c5,Coccothrinax fragrans,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124123627id_/http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,"Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-b4ffcbd86cd5b1535b40dd85,Coccothrinax fragrans,flower_primary_color,yellow_orange,https://web.archive.org/web/20200124123627id_/http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,"Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ddda7935272ebd431e3a4cf1,Coccothrinax fragrans,flower_size_class,small,https://web.archive.org/web/20200124123627id_/http://www.palmpedia.net:80/wiki/Coccothrinax_fragrans,"Produces fragrant yellow flowers, 6-8 mm across, in panicles to 2 m or more long, in summer.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-63814b0bf7c8a12fd6cf3134,Aiphanes horrida,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200130232007id_/http://www.palmpedia.net:80/wiki/Aiphanes_horrida,"Flowers monoecious , grouped in panicles axillary and interlayer compounds (length: 0.7 to 1.5 m).",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-72bd5d4775c8cf84ae6b77f8,Oenocarpus bataua,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124143047id_/http://www.palmpedia.net:80/wiki/Oenocarpus_bataua,"Flowers collected from another tree, as the two panicles on this tree are unripe.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-8f03377ebda3abc6f945d41c,Oenocarpus bataua,flower_primary_color,yellow_orange,https://web.archive.org/web/20200124143047id_/http://www.palmpedia.net:80/wiki/Oenocarpus_bataua,The flowers are yellow with sepals 2 mm and petals 7 mm long.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-b0ea2f30927dcd9e33fcc48c,Rhopaloblaste elegans,flower_size_class,small,https://web.archive.org/web/20210301164940id_/http://palmpedia.net/wiki/Rhopaloblaste_elegans,"Staminate flower slightly assymmetric, 6 - 7 mm long, 4 - 4.5 mm in diam.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-bf609c82d6bda409c2cacc1b,Rhopaloblaste elegans,flower_size_class,small,https://web.archive.org/web/20210301164940id_/http://palmpedia.net/wiki/Rhopaloblaste_elegans,"Pistillate flower 5 - 5.8 mm long, 4 - 4.3 mm in diam.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-c9b1598042e4663f32be246f,Areca tunku,flower_size_class,small,https://web.archive.org/web/20200217205540id_/http://www.palmpedia.net:80/wiki/Areca_tunku,"Staminate flowers terete, about 4-10 x 1.5-2 mm;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-e5bf2494b6031d3d55be8528,Areca tunku,flower_primary_color,white,https://web.archive.org/web/20200217205540id_/http://www.palmpedia.net:80/wiki/Areca_tunku,"Pistillate flowers at anthesis cream-colored, borne on enlarged rachillae;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-322ce58b27efffcf9ee13fed,Salacca wallichiana,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200119124034id_/http://www.palmpedia.net:80/wiki/Salacca_wallichiana,"Male inflorescences about 1 m long, branching into many reddish spadices;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-86bb4eb8a4f14e2183fa3eff,Salacca wallichiana,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200119124034id_/http://www.palmpedia.net:80/wiki/Salacca_wallichiana,"female inflorescences 1-2 m long, with 3-8 reddish spadices, each with staminate and hermaphrodite flowers in 1:1 ratio, both without functional pollen;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-012f5d1b0c0dac458c4a671f,Salacca wallichiana,floral_form,tubular,https://web.archive.org/web/20200119124034id_/http://www.palmpedia.net:80/wiki/Salacca_wallichiana,"staminate flowers with a reddish, tubular corolla and 5 staminodes borne on the corolla throat;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-b9c4208966022bc5f67276e8,Dypsis nodifera,flower_primary_color,red_pink|white,https://web.archive.org/web/20200105120811id_/http://www.palmpedia.net:80/wiki/Dypsis_nodifera,"buds red, flowers white, pink or cher-ry-red.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-5a5c056d32a72fc07ce95889,Dypsis nodifera,flower_primary_color,red_pink|white,https://web.archive.org/web/20200105120811id_/http://www.palmpedia.net:80/wiki/Dypsis_nodifera,"petals red, with fleshy apex, 0.8-1.6 x 1.7-2.3 mm, broadly ovate, rounded with small apiculus;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-5b8e8bd9752bb9fa7726ab16,Dypsis nodifera,flower_primary_color,red_pink|white,https://web.archive.org/web/20200105120811id_/http://www.palmpedia.net:80/wiki/Dypsis_nodifera,"petals white, elliptical with broad membranous wings, distally fleshy, 1.4-2.2 x 2-2.5 mm;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-cf646fa5b25d451707f6c469,Dypsis forficifolia,flower_size_class,very_small,https://web.archive.org/web/20200130232518id_/http://www.palmpedia.net:80/wiki/Dypsis_forficifolia,FLOWERS about 1 mm in diam.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-dfcd1e67c13ffef8373af24c,Dypsis forficifolia,flower_size_class,very_small,https://web.archive.org/web/20200130232518id_/http://www.palmpedia.net:80/wiki/Dypsis_forficifolia,"FLOWERS about 1 mm in diam., globose;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-abbc8b72368532f57caa6195,Dypsis onilahensis,flower_primary_color,green_brown_inconspicuous|white|yellow_orange,https://web.archive.org/web/20200129185255id_/http://www.palmpedia.net:80/wiki/Dypsis_onilahensis,"FLOWERS creamy green or yellowish, with a sweet or unpleasant smell, with sepals 1.4-2.9 x 1.5-2.8 mm, concave, acute, keeled and gibbous;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-afc5706ac7c5f0c76eaf2ef4,Dypsis fasciculata,flower_size_class,very_small,https://web.archive.org/web/20200105115023id_/http://www.palmpedia.net:80/wiki/Dypsis_fasciculata,FLOWERS about 2.5 x 1.9 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-fa23697eeb3b049196b83a8f,Cyrtostachys loriae,flower_size_class,very_small,https://web.archive.org/web/20250516100225id_/https://palmpedia.net/wiki/Cyrtostachys_loriae,Staminate flowers 2.5 – 4 × 2 – 3 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-6b171b044a0c8a2f2b533046,Cyrtostachys loriae,flower_size_class,very_small,https://web.archive.org/web/20250516100225id_/https://palmpedia.net/wiki/Cyrtostachys_loriae,Pistillate flowers 2 – 6 × 2.2 – 5.5 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-0f409d2ce1ce02938591a26d,Pritchardia maideniana,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200219224109id_/http://www.palmpedia.net:80/wiki/Pritchardia_maideniana,"inflorescences composed of 1-5 panicles, shorter than to equaling petioles in flower and fruit, panicles branched to 2 orders, rachillae glabrous;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-982bd37f95cc83debf835315,Pritchardia lowreyana,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124125716id_/http://www.palmpedia.net:80/wiki/Pritchardia_lowreyana,"inflorescences composed of 1-3 panicles, equaling or exceeding petioles in flower, exceeding petioles or equaling leaf blades in fruit, panicles branched to 2 or 3 orders, rachillae glabrous to clothed with scurfy indumentum in flower, glabrous in fruit or rarely with scurfy indumentum;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ee94d86b1eb164f60900a21e,Pritchardia minor,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200119154038id_/http://www.palmpedia.net:80/wiki/Pritchardia_minor,"inflorescences composed of 1 or 2 panicles, shorter than petioles in flower and fruit, panicles branched to 2 orders, rachillae permanently clothed with dense, pinkish brown, woolly indumentum;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-f3d91fbaf0de5c6a71fb8fe0,Dypsis lantzeana,flower_size_class,very_small,https://web.archive.org/web/20200130232303id_/http://www.palmpedia.net:80/wiki/Dypsis_lantzeana,"FLOWERS spherical, about 1x 0.85 mm;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-ed1fbd4303374a8360eb5484,Dypsis lantzeana,flower_size_class,very_small,https://web.archive.org/web/20200130232303id_/http://www.palmpedia.net:80/wiki/Dypsis_lantzeana,FLOWERS about 1.2 mm in diam.;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-4ed8373cffb6db2b5677a40b,Dypsis procera,flower_size_class,very_small,https://web.archive.org/web/20200105120119id_/http://www.palmpedia.net:80/wiki/Dypsis_procera,FLOWERS about 2 x 1.3 mm;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-dd73eceb2c5fa1f7f85a668f,Dypsis procera,flower_size_class,very_small,https://web.archive.org/web/20200105120119id_/http://www.palmpedia.net:80/wiki/Dypsis_procera,"FLOWERS in very young bud about 1 mm in diam., rounded;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-9a82e8565f28b2fd936f6a69,Dypsis glabrescens,flower_size_class,very_small,https://web.archive.org/web/20200130232042id_/http://www.palmpedia.net:80/wiki/Dypsis_glabrescens,"PISTILLATE FLOWER bud rounded, about 1 mm in diam.;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-f3e6e5596fc0abd696df0719,Dypsis mocquerysiana,flower_size_class,very_small,https://web.archive.org/web/20200105120113id_/http://www.palmpedia.net:80/wiki/Dypsis_mocquerysiana,FLOWERS about 0.7-1 mm in diam.;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-2b225ef12bfa451d7f9788f8,Dypsis mocquerysiana,flower_size_class,very_small,https://web.archive.org/web/20200105120113id_/http://www.palmpedia.net:80/wiki/Dypsis_mocquerysiana,FLOWERS about 1.5 mm in diam.;,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-5c24a716afb2c3668a084417,Licuala ferruginea,flower_primary_color,red_pink,https://web.archive.org/web/20200216004402id_/http://www.palmpedia.net:80/wiki/Licuala_ferruginea,It has a short inflorescence that is covered in rust-colored hairs and has bright pink flowers.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-fb81f1f59e7c2cfed0755b6a,Dypsis corniculata,flower_primary_color,white,https://web.archive.org/web/20200130232549id_/http://www.palmpedia.net:80/wiki/Dypsis_corniculata,"petals white, 2.2-2.5 x 1.2-1.4 mm, on a 0.4 mm high receptacle;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-31627327111022787da8b210,Pritchardia beccariana,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20200124084106id_/http://www.palmpedia.net:80/wiki/Pritchardia_beccariana,"inflorescences composed of 2-4 panicles, shorter than or equaling petioles in flower and fruit (infrequently slightly exceeding petioles in fruit), panicles branched to 3 orders, rachillae glabrous to clothed with scurfy indumentum in flower, glabrous in fruit;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-b123be368dc114d7180d6647,Areca jugahpunya,inflorescence_display,few_flowered|solitary,https://web.archive.org/web/20200217205434id_/http://www.palmpedia.net:80/wiki/Areca_jugahpunya,"peduncle very short, about 2 x 2 cm just above the clasping base, bearing about 20 stiff erect rachillae, those at the base forking near the insertion, to 24 x 0.7 cm, deep scarlet when fresh, proximally bearing 2-3 triads about 3 cm distant distally bearing staminate flowers solitary or in pairs about 1-5 cm distant, all ± uniseriate on one side of the rachilla.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-bed537500c82f5de4b5c5296,Areca jugahpunya,flower_primary_color,green_brown_inconspicuous|white,https://web.archive.org/web/20200217205434id_/http://www.palmpedia.net:80/wiki/Areca_jugahpunya,"Staminate flowers green in bud, becoming white after anthesis, relatively very large (perhaps the largest in the genus), about 18 mm long;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-20a482d45fa04c5b4aa622ca,Areca jugahpunya,flower_size_class,small,https://web.archive.org/web/20200217205434id_/http://www.palmpedia.net:80/wiki/Areca_jugahpunya,"Pistillate flower bud about 15 x 7 mm, ± ovoid, subtrigonous;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-9cb1301b04380a7ab103eb94,Brassiophoenix schumannii,flower_primary_color,green_brown_inconspicuous|white|yellow_orange,https://web.archive.org/web/20241214012936id_/https://palmpedia.net/wiki/Brassiophoenix_schumannii,"Flowers cream-colored or yellow-green, glabrous or sparsely punctate;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-d91a1f96b93a23a9885d67f4,Brassiophoenix schumannii,flower_size_class,small,https://web.archive.org/web/20241214012936id_/https://palmpedia.net/wiki/Brassiophoenix_schumannii,staminate flowers 7-9 mm.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-2e0a60aa02ffb0eb2dfc9412,Dypsis mirabilis,flower_primary_color,yellow_orange,https://web.archive.org/web/20200105120806id_/http://www.palmpedia.net:80/wiki/Dypsis_mirabilis,"FLOWERS at anthesis rounded, orange, about 1.8 mm in diam.;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-556ccb754f1f38a048a7623d,Dypsis mirabilis,flower_size_class,very_small,https://web.archive.org/web/20200105120806id_/http://www.palmpedia.net:80/wiki/Dypsis_mirabilis,"FLOWERS at anthesis rounded, orange, about 1.8 mm in diam.;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-2f7c37613be19fa0d4bbacec,Astrocaryum standleyanum,flower_size_class,small,https://web.archive.org/web/20200124124735id_/http://www.palmpedia.net:80/wiki/Astrocaryum_standleyanum,Female flowers 6-8 mm long including stigmas.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-5f3bee189417fbd4493bdf9d,Eugeissona tristis,floral_form,tubular,https://web.archive.org/web/20200121193731id_/http://www.palmpedia.net:80/wiki/Eugeissona_tristis,"petals to 6 cm, tubular at the base, distally split into 3 spine tipped woody petals;",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-19a2521ddf49452434acde8b,Dransfieldia micrantha,flower_primary_color,blue_purple,https://web.archive.org/web/20200124142957id_/http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,"micrantha is monoecious (both male and female flowers are borne on the same plant), and bears small purple flowers, followed by olive-shaped black fruits.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-19620b116be091a5c1725742,Dransfieldia micrantha,flower_size_class,very_small,https://web.archive.org/web/20200124142957id_/http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,Staminate flowers 4.5–5.5 x 2.2–3.4 mm.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-da700b7758c4d2f27868dd36,Dransfieldia micrantha,flower_size_class,very_small,https://web.archive.org/web/20200124142957id_/http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,Pistillate flowers 3.8–4.3 x 3.3–3.9 mm.,true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-7ea12dde42aaea68610a2e3b,Manjekia maturbongsii,flower_size_class,small|very_small,https://web.archive.org/web/20200118131249id_/http://www.palmpedia.net:80/wiki/Manjekia_maturbongsii,"Staminate flower 6.5-8 mm long, 2.5 ?",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
palmpedia-80eb60574a9780fda90e7ec4,Manjekia maturbongsii,flower_size_class,small|very_small,https://web.archive.org/web/20200118131249id_/http://www.palmpedia.net:80/wiki/Manjekia_maturbongsii,"Pistillate flower 4.5-5 mm long, c.",true,wild_species_treatment,Codex source-backed line-by-line evidence audit,2026-08-12T16:10:00Z,accepted: exact species-page identity; quote directly supports the trait and reviewed state; provenance complete; no named cultivar transfer
