candidate_id,trait_name,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,accepted_species,normalized_value,source_url,source_lineage,source_excerpt,deterministic_order
WFO8-02784,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Potamogeton pusillus,green_brown_inconspicuous,https://list.worldfloraonline.org/wfo-0000769966,provider_treatment:e_flora_south_africa:wfo-0000769966,"Flowers green, inconspicuous",62ba9d816f47df206113d3a253e01dc7cad18beff990d4b20c4123996dc08be3
WFO8-01907,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Agapetes lobbii,red_pink,https://list.worldfloraonline.org/wfo-0000523063,provider_treatment:flora_of_china_efloras:wfo-0000523063,"Corolla crimson, narrowly campanulate, 2–2",6340cb50be1995cc79ead0ab9247be3b0bff23a974cf5d7e4babe16bf73647b7
WFO8-02313,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Fagonia glutinosa,red_pink,https://list.worldfloraonline.org/wfo-0000685316,provider_treatment:flora_of_pakistan_mbg:wfo-0000685316,"Flowers purplish-pink, c",65b5ca2127b77ff8f7ac5fe243b8a1b3dd4c99c9936447bb54489efd5c1e6d1f
WFO8-02478,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Ixia scillaris,red_pink|white|yellow_orange,https://list.worldfloraonline.org/wfo-0000784390,provider_treatment:e_flora_south_africa:wfo-0000784390,"[""Flowers pale or deep pink or"",""Flowers ± nodding with tepals held vertically with lowermost slightly reflexed, zygomorphic with stamens unilateral, bright to pale pink, occasionally white, tepal bases yellow or white edged in darker pink, lightly rose-scented or unscented""]",67891695b337ead4b212c8b3544811c6c14b48cbaf069947720101dd8eeb0f15
SEQ5-0045,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Crataegus lindmanii,white,https://pladias.cz/en/taxon/data/Crataegus%20lindmanii,provider:pladias_flower_colour,Flower colour : white,6a1806f1887c06bdc0639ac8fa5ab542ffd804c981799a1de1b9935868a954eb
WFO8-02029,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Bupleurum longeradiatum,blue_purple|yellow_orange,https://list.worldfloraonline.org/wfo-0000575536,provider_treatment:flora_of_china_efloras:wfo-0000575536,"Petals yellow or purple, short-orbicular, apex notched",6a548c0537716a8b650e9cb45a4262af0b799b6382824bb0ac05b962ba4dc22a
WFO8-01910,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Agelanthus sansibarensis,green_brown_inconspicuous|red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000523869,provider_treatment:flora_zambesiaca_kew:wfo-0000523869,"Corolla 3–5 cm long, tube red, sometimes green banded at top, lobes yellow over vents, with dark red to blackish tips",6c751a19882f9bf37180cbde216d64a3c53d2351132b046e8cc6c83b9d1f7e42
WFO8-02509,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Kniphofia hirsuta,green_brown_inconspicuous|red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000675930,provider_treatment:e_flora_south_africa:wfo-0000675930,"[""Flowers orange or dull coral to salmon-pink, tipped with green and spreading in bud, dull greenish yellow and spreading when mature, 22-27 mm long"",""flowers pendulous, dull greenish yellow""]",7067912bee973aa147365ccc9221b992933054aee898d0a95bef3b049851ea20
WFO8-02452,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Indigofera stricta,red_pink,https://list.worldfloraonline.org/wfo-0000195494,provider_treatment:e_flora_south_africa:wfo-0000195494,"Flowers 5-7 mm long, red",70928c4c05a3c3f5758c4048ecfea3a4d933be09839a4615a41b2fa1be2e7b61
WFO8-02025,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Bulbophyllum maximum,blue_purple|green_brown_inconspicuous|yellow_orange,https://list.worldfloraonline.org/wfo-0000551120,provider_treatment:flora_zambesiaca_kew:wfo-0000551120,"Flowers distichous, set slightly off-centre from the median line, only a few open at a time, green or yellow-green with purple-brown marks",71455e966f7a11951808d42b28609a7e52e67eb8f8afdf0a1fde82bbc0d0c147
WFO8-02657,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Ophiorrhiza cantoniensis,red_pink|white|yellow_orange,https://list.worldfloraonline.org/wfo-0000256936,provider_treatment:flora_of_china_efloras:wfo-0000256936,"Corolla white to pink, often drying yellow or pale red, subtubular to tubular-funnelform, slightly swollen at base, puberulent to glabrous outside, inside villous near middle of tube and scaly pubescent above middle and onto lobes",7346ddfc4bf0c9f6baae9e9c3cee1d50adb91080263d2f545797ded11bb8d4a1
WFO8-03186,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Virgilia divaricata,blue_purple|red_pink,https://list.worldfloraonline.org/wfo-0000198396,provider_treatment:e_flora_south_africa:wfo-0000198396,Flowers rose-violet or violet-purple (rarely pale pink but then the beak dark purple),748423f841e7c84fb3a99222f8519cdb608217e4e31ae565d75c9b921fe24f99
WFO8-02933,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Rumex conglomeratus,green_brown_inconspicuous|white,https://list.worldfloraonline.org/wfo-0000403640,provider_treatment:e_flora_south_africa:wfo-0000403640,Flowers white or greenish,768fa197b797e0c2788856e14708d8a2a29587fcab3c78301e98a893c81c32de
WFO8-02080,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Citrus junos,white,https://list.worldfloraonline.org/wfo-0000608084,provider_treatment:flora_of_china_efloras:wfo-0000608084,"Petals white, sometimes outside purplish, 1-1",779a5eb4896a77ddd4d02da753e740d34d06ec4fcf3d86c82f4badbf337eea97
WFO8-02934,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Rumex nepalensis,green_brown_inconspicuous|yellow_orange,https://list.worldfloraonline.org/wfo-0000403958,provider_treatment:e_flora_south_africa:wfo-0000403958,"perianth with margins of inner segments with 5 or more hooked teeth on each side, yellow or greenish",7af2b92ae7b51d66b1f7973eb2018f4e9e93ba22df4fea985488014060c76c00
WFO8-02728,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Persicaria posumbu,red_pink|white,https://list.worldfloraonline.org/wfo-0001245337,provider_treatment:flora_of_pakistan_mbg:wfo-0001245337,"Flowers white or pink, subsessile",7d49c81c08531d9b439ee1f94f0e12576bea2e9e0d3a2a0331a67c4bebacaedb
SEQ3-0148,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Valeriana excelsa,white|red_pink,https://pladias.cz/en/taxon/data/Valeriana%20excelsa,provider:pladias_flower_colour,"Flower colour : white, pink",7e0be445e6edcc7fde37d356a19fd43af2b854a7a4e7f64115d445cfe7733d31
WFO8-02241,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Dysphania schraderiana,green_brown_inconspicuous|red_pink,https://list.worldfloraonline.org/wfo-0000658891,provider_treatment:e_flora_south_africa:wfo-0000658891,"[""Flowers green"",""Flowers greenish or red-tinged, minute""]",7f0f83f2ad9443402c2c76415f93e1fedd4018f40f6bca15324ccedd8557a0e3
WFO8-02508,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Kniphofia gracilis,red_pink|white|yellow_orange,https://list.worldfloraonline.org/wfo-0000675271,provider_treatment:e_flora_south_africa:wfo-0000675271,"[""Flowers whitish, tinged with pink, or yellow to orange and ascending in bud, whitish, cream-coloured or yellow and spreading to deflexed when mature, 13-20 mm long"",""flowers at first spreading, later deflexed, whitish, cream-coloured or yellow""]",7f479c65831ec08303fb1693ecf2050843672fb4f6c544ff6b5a38721bbd7bd3
WFO8-02084,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Clerodendrum aculeatum,white,https://list.worldfloraonline.org/wfo-0000879231,provider_treatment:flora_of_pakistan_mbg:wfo-0000879231,"Flowers white, c",84c6890bcce03c3ff7ca99a671f3c6dc6e901f76f1429d8d51f6814573f2664d
WFO8-01927,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Aloe humilis,red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000758301,provider_treatment:e_flora_south_africa:wfo-0000758301,"Flowers red to orange, 23-42 mm long",8695c1bd273be6a9a1b883a76c5e79719f4c82c24759de20ef52200c1280152b
WFO8-02090,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Clivia caulescens,green_brown_inconspicuous|red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000763759,provider_treatment:e_flora_south_africa:wfo-0000763759,"Flowers deep red, green-tipped, with yellow margins",895c97ecdadce2e4bd62f3fffb23fe14df42b397ac6da6a021139db08792d6bf
WFO8-02050,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Carpobrotus deliciosus,blue_purple|red_pink|white,https://list.worldfloraonline.org/wfo-0000588259,provider_treatment:e_flora_south_africa:wfo-0000588259,"[""Flowers solitary, purple, pink or white, up to 80 mm in diam"",""Flowers magenta, pink or white, 60-80 mm diam""]",89ce1ca9ead33ceb455865d5414a0f361af4932703cf26b107427a2032ae9c0e
wfo-global-5eb362a2f924ba90a4f23c0c,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cattleya intermedia,red_pink,https://list.worldfloraonline.org/wfo-0000821985,provider_treatment:brazilian_flora_2020:Cattleya intermedia,Flower: colour of the petal and sepal pink pale; form of the labellum trilobate; colour of the lobe(s) median of the labellum pink pale; colour of the lobe(s) lateral of the labellum pink pale; lobe(s) lateral of the labellum long and disposition long enveloping to column; number of the pollinia 4.,8e9868a6fa5ecd75e539b169c7fc7021c2ca4b223908779a005c2b4e4543a686
WFO8-02927,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Rubus tsangii,white,https://list.worldfloraonline.org/wfo-0001017850,provider_treatment:flora_of_china_efloras:wfo-0001017850,"Petals white, narrowly obovate or oblong, 0",9050dd3b74e7fa292d064e6af3eb67b88f16fcfcabbdc867dfd89e5ad2a9c482
WFO8-02433,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Homalium rufescens,white,https://list.worldfloraonline.org/wfo-0001062879,provider_treatment:e_flora_south_africa:wfo-0001062879,"Petals 8 or 9, elliptic-spathulate, margins white-ciliate, alternating with sepals",9140415e611f80ee9d9f1d4e54d3054d5e3dc16c10bf031212cfed82b1f1819e
wfo-global-be04df364f1ea8204d3f9ea1,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cattleya loddigesii,red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000822381,provider_treatment:brazilian_flora_2020:Cattleya loddigesii,Flower: colour of the petal and sepal pink pale; form of the labellum trilobate; colour of the lobe(s) median of the labellum pink pale/with the centro yellowish; colour of the lobe(s) lateral of the labellum pink pale; lobe(s) lateral of the labellum long and disposition long enveloping to column; number of the pollinia 4.,929ab0df1e41d15ef8cb0452d2e38526bb57c527faf9ad5d1944eb27d8ecf13b
WFO8-02286,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Erythrina acanthocarpa,red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000180510,provider_treatment:e_flora_south_africa:wfo-0000180510,Flowers orange-scarlet,93a8223f378842dc80881d9bb4368b6c152a1e550dcda2e7b5f128108a9b9f92
WFO8-01878,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Abrus melanospermus,blue_purple|red_pink|white|yellow_orange,https://list.worldfloraonline.org/wfo-0000199888,provider_treatment:flora_zambesiaca_kew:wfo-0000199888,"Corolla white, cream, yellow, orange, carmine-red, to purple, usually pale pink, drying yellowish, 8–15 mm long",95e0132af81b7efbf65fdb8d4e18de422d9e570287d5e851d87bbea13ce1081f
WFO8-02042,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Canthium oligocarpum,green_brown_inconspicuous|white|yellow_orange,https://list.worldfloraonline.org/wfo-0000799046,provider_treatment:flora_zambesiaca_kew:wfo-0000799046,"Corolla white or yellow-green, acute in bud",96cc00d7595b36486eedcda86beba774e05d94c81b92951ff7c82dc333ef85ce
WFO8-02051,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Carpobrotus dimidiatus,red_pink,https://list.worldfloraonline.org/wfo-0000588260,provider_treatment:e_flora_south_africa:wfo-0000588260,"Flowers solitary, bright deep pink, up to 60 mm diam",978609e451c1408ae3f41f2d724e0cab5abda96206185dc78bae64bba5e059aa
WFO8-02392,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Heinsia zanzibarica,green_brown_inconspicuous|white,https://list.worldfloraonline.org/wfo-0000981064,provider_treatment:flora_zambesiaca_kew:wfo-0000981064,Corolla white with greenish tube,9ac984a6f109ecd13b3c797c237e730e013d463780b011c94762f59b8cb5d9dd
WFO8-02823,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Psilotrichum sericeum,green_brown_inconspicuous|white,https://list.worldfloraonline.org/wfo-0001046263,provider_treatment:flora_zambesiaca_kew:wfo-0001046263,"Tepals, green, acute, prominently 3-nerved with the nerves confluent at the apex and excurrent in a minute mucro, glabrous or usually more or less furnished with spreading, white, multicellular, minutely denticulate",9fd13402b988044dec067986b4a764a058eb0d5243cc5c3bd3e5ba4aac3da56c
WFO8-02007,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Brexia madagascariensis,green_brown_inconspicuous|white|yellow_orange,https://list.worldfloraonline.org/wfo-0000572171,provider_treatment:flora_zambesiaca_kew:wfo-0000572171,"Petals greenish- or yellowish-white, 1·2–1·7 x 0·9–1·2 cm",a65cc6a50fe6e2deda8ea37d6070927cd6887c2d388e226dcd588dc0e480c606
wfo-global-3598fa6ab2b514e4d3d180a5,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cattleya coccinea,red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000820898,provider_treatment:brazilian_flora_2020:Cattleya coccinea,Flower: colour of the petal and sepal red; form of the labellum slightly trilobate; colour of the lobe(s) median of the labellum red/with the base yellow/with the base orange yellowish; colour of the lobe(s) lateral of the labellum red; lobe(s) lateral of the labellum long and disposition long enveloping to column; number of the pollinia 8.,aa50e93600e2db3b0b7611e789fef915bb8432a29861c97299617022ce793092
WFO8-02601,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Moraea huttonii,blue_purple|green_brown_inconspicuous|yellow_orange,https://list.worldfloraonline.org/wfo-0000784745,provider_treatment:e_flora_south_africa:wfo-0000784745,"[""Flowers long-lived, yellow, outer tepal limbs with large, deep yellow nectar guides at bases and a dark, brown to purple crescent at bases of"",""Flowers yellow with deeper yellow nectar guides on outer tepals""]",aa755f122735e330e815b5075d2de40c2a4dd586bd6c3aae308b3fb4d3e0d567
WFO8-02267,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Erica holosericea,red_pink,https://list.worldfloraonline.org/wfo-0000672262,provider_treatment:e_flora_south_africa:wfo-0000672262,"Flowers medium, campanulate, pink with darker sepals, finely hairy",b2c38b11b2c834921244504a2974946a3d52fec7546836d60805fe28604533e8
WFO8-02395,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Helichrysum candolleanum,red_pink|yellow_orange,https://list.worldfloraonline.org/wfo-0000138900,provider_treatment:e_flora_south_africa:wfo-0000138900,"Flowers yellow, red-tipped",b33038c30bae47864286765711f07b833cd9b95c7855d79dc65927b13de653b0
WFO8-03053,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Spiraea media,white,https://list.worldfloraonline.org/wfo-0001015831,provider_treatment:flora_of_china_efloras:wfo-0001015831,"Petals white, suborbicular, 3–4",b534ef4d05c47f005ccc6ef75cbf36816ec649e1ec957ba03df6c74748b6d1fa
WFO8-03084,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Taraxacum hamatiforme,yellow_orange,https://list.worldfloraonline.org/wfo-0000082781,provider_treatment:e_flora_south_africa:wfo-0000082781,"Flowers with ligules yellow, greyish on the back",b594db0263ecbec600b810423b1e0afc7365e44dbde82fa511866a39bc7f5f25
WFO8-02480,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Ixora undulata,white,https://list.worldfloraonline.org/wfo-0000219105,provider_treatment:flora_of_pakistan_mbg:wfo-0000219105,"Flowers white, sweet scented, pedicel c",b6ff16598909343e2abf564f5543860ed795e09ab34326db83f42586ce4ae386
WFO8-03140,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Turgenia latifolia,red_pink|white,https://list.worldfloraonline.org/wfo-0000411232,provider_treatment:e_flora_south_africa:wfo-0000411232,"Petals ± 5 mm, white, pink or purplish, 1 or 2 distinctly larger, directed toward umbellule margin, radiating",b8bfc1ff089663258ec5d32aa3709efebc749c098f4dbe2d756b460936e53e02
WFO8-02287,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Erythrina humeana,red_pink,https://list.worldfloraonline.org/wfo-0000180822,provider_treatment:e_flora_south_africa:wfo-0000180822,"Corolla scarlet, glabrous",c5ba5cd70243fdb799e25e4261f52412917b486f9388b5b7fda0b8e0a5b79933
wfo-global-ab375c40a7e304674232cc9b,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cattleya crispata,yellow_orange,https://list.worldfloraonline.org/wfo-0000837323,provider_treatment:brazilian_flora_2020:Cattleya crispata,Flower: colour of the petal and sepal yellow strong; form of the labellum trilobate; colour of the lobe(s) median of the labellum yellow dark; colour of the lobe(s) lateral of the labellum yellow dark; lobe(s) lateral of the labellum long and disposition long enveloping to column; number of the pollinia 8.,c6d0780398d8da04907b5571ad27dbb958e20f5f31fadefffa54f59e95d37691
SEQ4-0121,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Centaurium littorale,red_pink,https://pladias.cz/en/taxon/data/Centaurium%20littorale,provider:pladias_flower_colour,Flower colour : pink,cd9c20e9e36bcfe6c6c407dcf5f3bfe6cd985e2dd987f3caadd4834a75e0f52b
SEQ5-0115,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Galeopsis speciosa,yellow_orange,https://pladias.cz/en/taxon/data/Galeopsis%20speciosa,provider:pladias_flower_colour,Flower colour : yellow,cf6d047e011840487b6444f33c89577c0db8d574911ec26ac5d82897fd00b977
wfo-global-17109696d469d5df9322d9f0,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Aristolochia cordiflora,red_pink|white,https://list.worldfloraonline.org/wfo-0000548377,provider_treatment:flora_of_panama:Aristolochia cordiflora,"Flowers cauliflorous in short, few-flowered racemes, maroon finely marbled with white and pink, the utricle ellipsoid, 6 cm. long, the tube short and reflexed, thence opening into the showy limb which is notched at the upper medial edge, ca. 20 cm. wide.",d179eed0f3c85b44a62ce541b136126b824796007732e0814981eb4367fe1f6e
wfo-global-86db4a6b0c0a923ba13fa780,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Klarobelia anomala,white,https://list.worldfloraonline.org/wfo-0000625854,provider_treatment:flora_of_panama:Klarobelia anomala,"Flowers solitary, white but blackening when dried; pedicels quite glabrous, 1-2 cm. long, articulate, without any bract above the artic- ulation.",d1bc8fe3d234a90c3cad2ba9a2b426a3257cd216ae76257f0f3ac18449f11c0e
wfo-global-91974159d5f676537dd57c3c,flower_primary_color,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Jacquinia comosa,green_brown_inconspicuous|yellow_orange,https://list.worldfloraonline.org/wfo-0000355254,provider_treatment:nybg_floraneotropica:Jacquinia comosa,"Corolla pale greenish yellow, drying brownish black, campanulate; tube ca. 4.5 mm long, exceeding calyx by 1.5-1.7 mm; lobes broadly oblong, ca. 3.5 x 3 mm; staminodes broadly oblong, ca. 2.2 x 2 mm, slightly refuse at apex.",e4d517cd8c96999a62df6993d94e26615ecc95fa6be286bde0aff03391fd6c7e
WFO8-00483,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Agelanthus sansibarensis,large,https://list.worldfloraonline.org/wfo-0000523869,provider_treatment:flora_zambesiaca_kew:wfo-0000523869,"Corolla 3–5 cm long, tube red, sometimes green banded at top, lobes yellow over vents, with dark red to blackish tips",0224e330524c3f7df265b2f6542b5db00f80db5cca4c63c7eb8f7424b83208ef
florml-fbe14440d2e9549510991f49,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Mitreola sphaerocarpa,very_small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Mitreola sphaerocarpa:42cc1a77b44841c7583694b01b9af1e422ebadb9632bc4df872b34a580b86011,"Corolla 2 mm long, white, lobes c. 2/3 mm, elliptic, rounded, papillose inside.",0665f7db9f86b20375c35e076911c22daa893235348758c830c494bd5fbb81b4
